Node Number	Equivalent Elastic Strain (mm/mm)
54590	4,7265e-003
54591	4,5924e-003
54592	4,6293e-003
54593	4,6114e-003
54594	4,7164e-003
54595	4,5833e-003
54596	4,6159e-003
54597	4,7164e-003
54598	4,5833e-003
54599	4,7265e-003
54600	4,5924e-003
54601	4,6293e-003
54602	4,827e-003
54603	4,8101e-003
54604	4,9503e-003
54605	4,8437e-003
54606	4,8214e-003
54607	4,7987e-003
54608	4,9375e-003
54609	4,827e-003
54610	4,7987e-003
54611	4,9375e-003
54612	4,8101e-003
54613	4,9503e-003
54614	4,8437e-003
54615	5,6009e-003
54616	5,7721e-003
54617	5,6419e-003
54618	5,4718e-003
54619	5,6406e-003
54620	5,5879e-003
54621	5,7414e-003
54622	5,6143e-003
54623	5,4492e-003
54624	5,6009e-003
54625	5,7414e-003
54626	5,6143e-003
54627	5,4492e-003
54628	5,7721e-003
54629	5,6419e-003
54630	5,4718e-003
54631	5,6406e-003
54632	5,9125e-003
54633	6,0822e-003
54634	5,815e-003
54635	5,9976e-003
54636	5,9692e-003
54637	5,8948e-003
54638	6,042e-003
54639	5,7841e-003
54640	5,9599e-003
54641	5,9125e-003
54642	6,042e-003
54643	5,7841e-003
54644	5,9599e-003
54645	6,0822e-003
54646	5,815e-003
54647	5,9976e-003
54648	5,9692e-003
54649	6,2117e-003
54650	6,3079e-003
54651	6,0422e-003
54652	6,3843e-003
54653	6,2908e-003
54654	6,1893e-003
54655	6,2618e-003
54656	6,0039e-003
54657	6,3364e-003
54658	6,2117e-003
54659	6,2618e-003
54660	6,0039e-003
54661	6,3364e-003
54662	6,3079e-003
54663	6,0422e-003
54664	6,3843e-003
54665	6,2908e-003
54666	6,3579e-003
54667	6,6779e-003
54668	6,343e-003
54669	6,4577e-003
54670	6,3343e-003
54671	6,627e-003
54672	6,305e-003
54673	6,3579e-003
54674	6,627e-003
54675	6,305e-003
54676	6,6779e-003
54677	6,343e-003
54678	6,4577e-003
54679	4,8928e-003
54680	5,11e-003
54681	4,7268e-003
54682	4,9022e-003
54683	4,8283e-003
54684	4,9008e-003
54685	4,8929e-003
54686	5,1157e-003
54687	4,7237e-003
54688	4,9054e-003
54689	4,825e-003
54690	4,8928e-003
54691	5,1157e-003
54692	4,7237e-003
54693	4,9054e-003
54694	4,825e-003
54695	5,11e-003
54696	4,7268e-003
54697	4,9022e-003
54698	4,8283e-003
54699	4,9008e-003
54700	5,3329e-003
54701	5,629e-003
54702	5,4023e-003
54703	5,1991e-003
54704	5,3291e-003
54705	5,3384e-003
54706	5,6474e-003
54707	5,4186e-003
54708	5,2049e-003
54709	5,3329e-003
54710	5,6474e-003
54711	5,4186e-003
54712	5,2049e-003
54713	5,629e-003
54714	5,4023e-003
54715	5,1991e-003
54716	5,3291e-003
54717	5,9435e-003
54718	6,1793e-003
54719	6,252e-003
54720	5,9203e-003
54721	5,9564e-003
54722	6,2118e-003
54723	6,2816e-003
54724	5,9435e-003
54725	6,2118e-003
54726	6,2816e-003
54727	6,1793e-003
54728	6,252e-003
54729	5,9203e-003
54730	4,5577e-003
54731	4,5188e-003
54732	4,555e-003
54733	4,5723e-003
54734	4,5546e-003
54735	4,5134e-003
54736	4,547e-003
54737	4,5577e-003
54738	4,5134e-003
54739	4,547e-003
54740	4,5188e-003
54741	4,555e-003
54742	4,5723e-003
54743	7,6152e-003
54744	7,2426e-003
54745	7,3216e-003
54746	7,7956e-003
54747	7,7242e-003
54748	7,1585e-003
54749	7,5488e-003
54750	7,2932e-003
54751	7,1835e-003
54752	7,3913e-003
54753	7,7129e-003
54754	7,6152e-003
54755	7,2932e-003
54756	7,1835e-003
54757	7,3913e-003
54758	7,7129e-003
54759	7,2426e-003
54760	7,3216e-003
54761	7,7956e-003
54762	7,7242e-003
54763	7,1585e-003
54764	6,9205e-003
54765	6,5836e-003
54766	6,4802e-003
54767	6,6394e-003
54768	7,0375e-003
54769	6,7755e-003
54770	6,6977e-003
54771	6,9205e-003
54772	6,7755e-003
54773	6,6977e-003
54774	6,5836e-003
54775	6,4802e-003
54776	6,6394e-003
54777	6,4385e-003
54778	6,1591e-003
54779	6,0749e-003
54780	6,5973e-003
54781	6,2769e-003
54782	6,5134e-003
54783	6,271e-003
54784	6,2153e-003
54785	6,7581e-003
54786	6,4385e-003
54787	6,271e-003
54788	6,2153e-003
54789	6,7581e-003
54790	6,1591e-003
54791	6,0749e-003
54792	6,5973e-003
54793	6,2769e-003
54794	5,9916e-003
54795	5,7792e-003
54796	5,7109e-003
54797	5,941e-003
54798	6,0286e-003
54799	5,8262e-003
54800	5,7813e-003
54801	5,9916e-003
54802	5,8262e-003
54803	5,7813e-003
54804	5,7792e-003
54805	5,7109e-003
54806	5,941e-003
54807	5,6137e-003
54808	5,4514e-003
54809	5,4017e-003
54810	5,6114e-003
54811	5,6237e-003
54812	5,4602e-003
54813	5,4222e-003
54814	5,6137e-003
54815	5,4602e-003
54816	5,4222e-003
54817	5,4514e-003
54818	5,4017e-003
54819	5,6114e-003
54820	5,2979e-003
54821	5,1647e-003
54822	5,1289e-003
54823	5,313e-003
54824	5,2968e-003
54825	5,1587e-003
54826	5,1282e-003
54827	5,2979e-003
54828	5,1587e-003
54829	5,1282e-003
54830	5,1647e-003
54831	5,1289e-003
54832	5,313e-003
54833	5,0255e-003
54834	4,91e-003
54835	4,8849e-003
54836	5,0437e-003
54837	5,0206e-003
54838	4,8997e-003
54839	4,8768e-003
54840	5,0255e-003
54841	4,8997e-003
54842	4,8768e-003
54843	4,91e-003
54844	4,8849e-003
54845	5,0437e-003
54846	4,7842e-003
54847	4,6807e-003
54848	4,6635e-003
54849	4,8011e-003
54850	4,7789e-003
54851	4,6705e-003
54852	4,6541e-003
54853	4,7842e-003
54854	4,6705e-003
54855	4,6541e-003
54856	4,6807e-003
54857	4,6635e-003
54858	4,8011e-003
54859	4,567e-003
54860	4,4728e-003
54861	4,461e-003
54862	4,5816e-003
54863	4,5622e-003
54864	4,4637e-003
54865	4,4523e-003
54866	4,567e-003
54867	4,4637e-003
54868	4,4523e-003
54869	4,4728e-003
54870	4,461e-003
54871	4,5816e-003
54872	4,3694e-003
54873	4,283e-003
54874	4,275e-003
54875	4,382e-003
54876	4,3652e-003
54877	4,2751e-003
54878	4,2673e-003
54879	4,3694e-003
54880	4,2751e-003
54881	4,2673e-003
54882	4,283e-003
54883	4,275e-003
54884	4,382e-003
54885	4,1887e-003
54886	4,1094e-003
54887	4,1039e-003
54888	4,1997e-003
54889	4,1851e-003
54890	4,1025e-003
54891	4,0971e-003
54892	4,1887e-003
54893	4,1025e-003
54894	4,0971e-003
54895	4,1094e-003
54896	4,1039e-003
54897	4,1997e-003
54898	4,0231e-003
54899	3,9502e-003
54900	3,9462e-003
54901	4,0328e-003
54902	4,0198e-003
54903	3,944e-003
54904	3,9402e-003
54905	4,0231e-003
54906	3,944e-003
54907	3,9402e-003
54908	3,9502e-003
54909	3,9462e-003
54910	4,0328e-003
54911	3,8711e-003
54912	3,8042e-003
54913	3,8011e-003
54914	3,8799e-003
54915	3,8682e-003
54916	3,7986e-003
54917	3,7956e-003
54918	3,8711e-003
54919	3,7986e-003
54920	3,7956e-003
54921	3,8042e-003
54922	3,8011e-003
54923	3,8799e-003
54924	3,7317e-003
54925	3,6705e-003
54926	3,6677e-003
54927	3,7398e-003
54928	3,729e-003
54929	3,6653e-003
54930	3,6627e-003
54931	3,7317e-003
54932	3,6653e-003
54933	3,6627e-003
54934	3,6705e-003
54935	3,6677e-003
54936	3,7398e-003
54937	3,6041e-003
54938	3,5483e-003
54939	3,5454e-003
54940	3,6117e-003
54941	3,6016e-003
54942	3,5434e-003
54943	3,5406e-003
54944	3,6041e-003
54945	3,5434e-003
54946	3,5406e-003
54947	3,5483e-003
54948	3,5454e-003
54949	3,6117e-003
54950	3,4876e-003
54951	3,4371e-003
54952	3,4337e-003
54953	3,4949e-003
54954	3,4852e-003
54955	3,4324e-003
54956	3,4291e-003
54957	3,4876e-003
54958	3,4324e-003
54959	3,4291e-003
54960	3,4371e-003
54961	3,4337e-003
54962	3,4949e-003
54963	3,3819e-003
54964	3,3365e-003
54965	3,3322e-003
54966	3,3889e-003
54967	3,3796e-003
54968	3,3319e-003
54969	3,3277e-003
54970	3,3819e-003
54971	3,3319e-003
54972	3,3277e-003
54973	3,3365e-003
54974	3,3322e-003
54975	3,3889e-003
54976	3,2865e-003
54977	3,2463e-003
54978	3,2406e-003
54979	3,2934e-003
54980	3,2842e-003
54981	3,2417e-003
54982	3,2362e-003
54983	3,2865e-003
54984	3,2417e-003
54985	3,2362e-003
54986	3,2463e-003
54987	3,2406e-003
54988	3,2934e-003
54989	3,2014e-003
54990	3,1663e-003
54991	3,1589e-003
54992	3,2083e-003
54993	3,1992e-003
54994	3,1618e-003
54995	3,1544e-003
54996	3,2014e-003
54997	3,1618e-003
54998	3,1544e-003
54999	3,1663e-003
55000	3,1589e-003
55001	3,2083e-003
55002	3,1267e-003
55003	3,0968e-003
55004	3,0871e-003
55005	3,1336e-003
55006	3,1244e-003
55007	3,0922e-003
55008	3,0826e-003
55009	3,1267e-003
55010	3,0922e-003
55011	3,0826e-003
55012	3,0968e-003
55013	3,0871e-003
55014	3,1336e-003
55015	3,0624e-003
55016	3,038e-003
55017	3,0253e-003
55018	3,0694e-003
55019	3,06e-003
55020	3,0333e-003
55021	3,0208e-003
55022	3,0624e-003
55023	3,0333e-003
55024	3,0208e-003
55025	3,038e-003
55026	3,0253e-003
55027	3,0694e-003
55028	3,0089e-003
55029	2,9902e-003
55030	2,9741e-003
55031	3,0161e-003
55032	3,0065e-003
55033	2,9854e-003
55034	2,9693e-003
55035	3,0089e-003
55036	2,9854e-003
55037	2,9693e-003
55038	2,9902e-003
55039	2,9741e-003
55040	3,0161e-003
55041	2,9667e-003
55042	2,9541e-003
55043	2,9337e-003
55044	2,9742e-003
55045	2,9642e-003
55046	2,949e-003
55047	2,9288e-003
55048	2,9667e-003
55049	2,949e-003
55050	2,9288e-003
55051	2,9541e-003
55052	2,9337e-003
55053	2,9742e-003
55054	2,9364e-003
55055	2,9303e-003
55056	2,9049e-003
55057	2,9442e-003
55058	2,9338e-003
55059	2,9249e-003
55060	2,8997e-003
55061	2,9364e-003
55062	2,9249e-003
55063	2,8997e-003
55064	2,9303e-003
55065	2,9049e-003
55066	2,9442e-003
55067	2,9188e-003
55068	2,9195e-003
55069	2,8882e-003
55070	2,927e-003
55071	2,916e-003
55072	2,9138e-003
55073	2,8827e-003
55074	2,9188e-003
55075	2,9138e-003
55076	2,8827e-003
55077	2,9195e-003
55078	2,8882e-003
55079	2,927e-003
55080	2,9145e-003
55081	2,9226e-003
55082	2,8846e-003
55083	2,9232e-003
55084	2,9116e-003
55085	2,9166e-003
55086	2,8788e-003
55087	2,9145e-003
55088	2,9166e-003
55089	2,8788e-003
55090	2,9226e-003
55091	2,8846e-003
55092	2,9232e-003
55093	2,9247e-003
55094	2,9406e-003
55095	2,895e-003
55096	2,934e-003
55097	2,9216e-003
55098	2,9342e-003
55099	2,8887e-003
55100	2,9247e-003
55101	2,9342e-003
55102	2,8887e-003
55103	2,9406e-003
55104	2,895e-003
55105	2,934e-003
55106	2,9502e-003
55107	2,9746e-003
55108	2,9203e-003
55109	2,9601e-003
55110	2,9469e-003
55111	2,9677e-003
55112	2,9136e-003
55113	2,9502e-003
55114	2,9677e-003
55115	2,9136e-003
55116	2,9746e-003
55117	2,9203e-003
55118	2,9601e-003
55119	2,9922e-003
55120	3,0257e-003
55121	2,9618e-003
55122	3,0029e-003
55123	2,9886e-003
55124	3,0183e-003
55125	2,9546e-003
55126	2,9922e-003
55127	3,0183e-003
55128	2,9546e-003
55129	3,0257e-003
55130	2,9618e-003
55131	3,0029e-003
55132	3,0518e-003
55133	3,0951e-003
55134	3,0206e-003
55135	3,0633e-003
55136	3,048e-003
55137	3,0871e-003
55138	3,0128e-003
55139	3,0518e-003
55140	3,0871e-003
55141	3,0128e-003
55142	3,0951e-003
55143	3,0206e-003
55144	3,0633e-003
55145	3,1304e-003
55146	3,1843e-003
55147	3,0982e-003
55148	3,1429e-003
55149	3,1263e-003
55150	3,1757e-003
55151	3,0898e-003
55152	3,1304e-003
55153	3,1757e-003
55154	3,0898e-003
55155	3,1843e-003
55156	3,0982e-003
55157	3,1429e-003
55158	3,2296e-003
55159	3,295e-003
55160	3,1961e-003
55161	3,2431e-003
55162	3,2251e-003
55163	3,2857e-003
55164	3,1871e-003
55165	3,2296e-003
55166	3,2857e-003
55167	3,1871e-003
55168	3,295e-003
55169	3,1961e-003
55170	3,2431e-003
55171	3,3511e-003
55172	3,4294e-003
55173	3,3166e-003
55174	3,3658e-003
55175	3,3462e-003
55176	3,4192e-003
55177	3,3068e-003
55178	3,3511e-003
55179	3,4192e-003
55180	3,3068e-003
55181	3,4294e-003
55182	3,3166e-003
55183	3,3658e-003
55184	3,4975e-003
55185	3,4622e-003
55186	3,5903e-003
55187	3,5133e-003
55188	3,4922e-003
55189	3,4517e-003
55190	3,5794e-003
55191	3,4975e-003
55192	3,4517e-003
55193	3,5794e-003
55194	3,4622e-003
55195	3,5903e-003
55196	3,5133e-003
55197	4,1363e-003
55198	4,1034e-003
55199	4,0143e-003
55200	4,299e-003
55201	4,1543e-003
55202	4,1308e-003
55203	4,0933e-003
55204	4,003e-003
55205	4,2895e-003
55206	4,1363e-003
55207	4,0933e-003
55208	4,003e-003
55209	4,2895e-003
55210	4,1034e-003
55211	4,0143e-003
55212	4,299e-003
55213	4,1543e-003
55214	4,8748e-003
55215	4,8524e-003
55216	4,6654e-003
55217	5,238e-003
55218	4,8822e-003
55219	4,875e-003
55220	4,8553e-003
55221	4,6616e-003
55222	5,2486e-003
55223	4,8748e-003
55224	4,8553e-003
55225	4,6616e-003
55226	5,2486e-003
55227	4,8524e-003
55228	4,6654e-003
55229	5,238e-003
55230	4,8822e-003
55231	5,0531e-003
55232	5,3508e-003
55233	4,9914e-003
55234	5,055e-003
55235	5,0558e-003
55236	5,3649e-003
55237	4,9982e-003
55238	5,0531e-003
55239	5,3649e-003
55240	4,9982e-003
55241	5,3508e-003
55242	4,9914e-003
55243	5,055e-003
55244	5,6627e-003
55245	5,5833e-003
55246	6,1675e-003
55247	5,642e-003
55248	5,674e-003
55249	5,6079e-003
55250	6,2e-003
55251	5,6627e-003
55252	5,6079e-003
55253	6,2e-003
55254	5,5833e-003
55255	6,1675e-003
55256	5,642e-003
55257	5,9524e-003
55258	5,688e-003
55259	6,0977e-003
55260	5,542e-003
55261	5,7889e-003
55262	6,0258e-003
55263	5,7963e-003
55264	6,2601e-003
55265	5,6706e-003
55266	5,9524e-003
55267	5,7963e-003
55268	6,2601e-003
55269	5,6706e-003
55270	5,688e-003
55271	6,0977e-003
55272	5,542e-003
55273	5,7889e-003
55274	5,532e-003
55275	5,3482e-003
55276	5,2331e-003
55277	5,4749e-003
55278	5,5669e-003
55279	5,3937e-003
55280	5,2969e-003
55281	5,532e-003
55282	5,3937e-003
55283	5,2969e-003
55284	5,3482e-003
55285	5,2331e-003
55286	5,4749e-003
55287	5,21e-003
55288	5,0794e-003
55289	4,9833e-003
55290	5,2007e-003
55291	5,2206e-003
55292	5,0904e-003
55293	5,0041e-003
55294	5,21e-003
55295	5,0904e-003
55296	5,0041e-003
55297	5,0794e-003
55298	4,9833e-003
55299	5,2007e-003
55300	4,9598e-003
55301	4,8496e-003
55302	4,7745e-003
55303	4,9677e-003
55304	4,9603e-003
55305	4,8469e-003
55306	4,7766e-003
55307	4,9598e-003
55308	4,8469e-003
55309	4,7766e-003
55310	4,8496e-003
55311	4,7745e-003
55312	4,9677e-003
55313	4,7367e-003
55314	4,6389e-003
55315	4,5807e-003
55316	4,7495e-003
55317	4,7335e-003
55318	4,6316e-003
55319	4,5757e-003
55320	4,7367e-003
55321	4,6316e-003
55322	4,5757e-003
55323	4,6389e-003
55324	4,5807e-003
55325	4,7495e-003
55326	4,5338e-003
55327	4,4442e-003
55328	4,3986e-003
55329	4,5466e-003
55330	4,5297e-003
55331	4,4363e-003
55332	4,3917e-003
55333	4,5338e-003
55334	4,4363e-003
55335	4,3917e-003
55336	4,4442e-003
55337	4,3986e-003
55338	4,5466e-003
55339	4,3467e-003
55340	4,2637e-003
55341	4,2273e-003
55342	4,3584e-003
55343	4,3428e-003
55344	4,2564e-003
55345	4,2205e-003
55346	4,3467e-003
55347	4,2564e-003
55348	4,2205e-003
55349	4,2637e-003
55350	4,2273e-003
55351	4,3584e-003
55352	4,1734e-003
55353	4,0964e-003
55354	4,0664e-003
55355	4,1837e-003
55356	4,1699e-003
55357	4,0898e-003
55358	4,0602e-003
55359	4,1734e-003
55360	4,0898e-003
55361	4,0602e-003
55362	4,0964e-003
55363	4,0664e-003
55364	4,1837e-003
55365	4,0127e-003
55366	3,9412e-003
55367	3,9159e-003
55368	4,0219e-003
55369	4,0096e-003
55370	3,9353e-003
55371	3,9103e-003
55372	4,0127e-003
55373	3,9353e-003
55374	3,9103e-003
55375	3,9412e-003
55376	3,9159e-003
55377	4,0219e-003
55378	3,8638e-003
55379	3,7976e-003
55380	3,7755e-003
55381	3,8721e-003
55382	3,861e-003
55383	3,7923e-003
55384	3,7705e-003
55385	3,8638e-003
55386	3,7923e-003
55387	3,7705e-003
55388	3,7976e-003
55389	3,7755e-003
55390	3,8721e-003
55391	3,7261e-003
55392	3,6651e-003
55393	3,6451e-003
55394	3,7337e-003
55395	3,7236e-003
55396	3,6601e-003
55397	3,6404e-003
55398	3,7261e-003
55399	3,6601e-003
55400	3,6404e-003
55401	3,6651e-003
55402	3,6451e-003
55403	3,7337e-003
55404	3,5991e-003
55405	3,5431e-003
55406	3,5244e-003
55407	3,6063e-003
55408	3,5967e-003
55409	3,5384e-003
55410	3,52e-003
55411	3,5991e-003
55412	3,5384e-003
55413	3,52e-003
55414	3,5431e-003
55415	3,5244e-003
55416	3,6063e-003
55417	3,4824e-003
55418	3,4312e-003
55419	3,4131e-003
55420	3,4892e-003
55421	3,4801e-003
55422	3,4268e-003
55423	3,4089e-003
55424	3,4824e-003
55425	3,4268e-003
55426	3,4089e-003
55427	3,4312e-003
55428	3,4131e-003
55429	3,4892e-003
55430	3,3756e-003
55431	3,3291e-003
55432	3,3111e-003
55433	3,3821e-003
55434	3,3734e-003
55435	3,3248e-003
55436	3,307e-003
55437	3,3756e-003
55438	3,3248e-003
55439	3,307e-003
55440	3,3291e-003
55441	3,3111e-003
55442	3,3821e-003
55443	3,2784e-003
55444	3,2366e-003
55445	3,218e-003
55446	3,2848e-003
55447	3,2762e-003
55448	3,2323e-003
55449	3,214e-003
55450	3,2784e-003
55451	3,2323e-003
55452	3,214e-003
55453	3,2366e-003
55454	3,218e-003
55455	3,2848e-003
55456	3,1906e-003
55457	3,1535e-003
55458	3,1339e-003
55459	3,197e-003
55460	3,1885e-003
55461	3,1493e-003
55462	3,1298e-003
55463	3,1906e-003
55464	3,1493e-003
55465	3,1298e-003
55466	3,1535e-003
55467	3,1339e-003
55468	3,197e-003
55469	3,1122e-003
55470	3,0799e-003
55471	3,0587e-003
55472	3,1186e-003
55473	3,1101e-003
55474	3,0756e-003
55475	3,0546e-003
55476	3,1122e-003
55477	3,0756e-003
55478	3,0546e-003
55479	3,0799e-003
55480	3,0587e-003
55481	3,1186e-003
55482	3,0433e-003
55483	3,0159e-003
55484	2,9925e-003
55485	3,0499e-003
55486	3,0411e-003
55487	3,0114e-003
55488	2,9882e-003
55489	3,0433e-003
55490	3,0114e-003
55491	2,9882e-003
55492	3,0159e-003
55493	2,9925e-003
55494	3,0499e-003
55495	2,984e-003
55496	2,9617e-003
55497	2,9355e-003
55498	2,9908e-003
55499	2,9818e-003
55500	2,9571e-003
55501	2,9311e-003
55502	2,984e-003
55503	2,9571e-003
55504	2,9311e-003
55505	2,9617e-003
55506	2,9355e-003
55507	2,9908e-003
55508	2,9348e-003
55509	2,9178e-003
55510	2,8881e-003
55511	2,9418e-003
55512	2,9324e-003
55513	2,913e-003
55514	2,8835e-003
55515	2,9348e-003
55516	2,913e-003
55517	2,8835e-003
55518	2,9178e-003
55519	2,8881e-003
55520	2,9418e-003
55521	2,896e-003
55522	2,8846e-003
55523	2,8507e-003
55524	2,9033e-003
55525	2,8935e-003
55526	2,8796e-003
55527	2,8459e-003
55528	2,896e-003
55529	2,8796e-003
55530	2,8459e-003
55531	2,8846e-003
55532	2,8507e-003
55533	2,9033e-003
55534	2,8682e-003
55535	2,8629e-003
55536	2,824e-003
55537	2,876e-003
55538	2,8656e-003
55539	2,8576e-003
55540	2,8189e-003
55541	2,8682e-003
55542	2,8576e-003
55543	2,8189e-003
55544	2,8629e-003
55545	2,824e-003
55546	2,876e-003
55547	2,8522e-003
55548	2,8534e-003
55549	2,8086e-003
55550	2,8605e-003
55551	2,8495e-003
55552	2,8477e-003
55553	2,8032e-003
55554	2,8522e-003
55555	2,8477e-003
55556	2,8032e-003
55557	2,8534e-003
55558	2,8086e-003
55559	2,8605e-003
55560	2,8488e-003
55561	2,8569e-003
55562	2,8054e-003
55563	2,8576e-003
55564	2,8459e-003
55565	2,8508e-003
55566	2,7996e-003
55567	2,8488e-003
55568	2,8508e-003
55569	2,7996e-003
55570	2,8569e-003
55571	2,8054e-003
55572	2,8576e-003
55573	2,8589e-003
55574	2,8745e-003
55575	2,8152e-003
55576	2,8683e-003
55577	2,8558e-003
55578	2,868e-003
55579	2,809e-003
55580	2,8589e-003
55581	2,868e-003
55582	2,809e-003
55583	2,8745e-003
55584	2,8152e-003
55585	2,8683e-003
55586	2,8835e-003
55587	2,9072e-003
55588	2,8392e-003
55589	2,8936e-003
55590	2,8802e-003
55591	2,9002e-003
55592	2,8325e-003
55593	2,8835e-003
55594	2,9002e-003
55595	2,8325e-003
55596	2,9072e-003
55597	2,8392e-003
55598	2,8936e-003
55599	2,9238e-003
55600	2,9563e-003
55601	2,8785e-003
55602	2,9347e-003
55603	2,9202e-003
55604	2,9487e-003
55605	2,8713e-003
55606	2,9238e-003
55607	2,9487e-003
55608	2,8713e-003
55609	2,9563e-003
55610	2,8785e-003
55611	2,9347e-003
55612	2,9811e-003
55613	3,0231e-003
55614	2,9345e-003
55615	2,9929e-003
55616	2,9772e-003
55617	3,015e-003
55618	2,9267e-003
55619	2,9811e-003
55620	3,015e-003
55621	2,9267e-003
55622	3,0231e-003
55623	2,9345e-003
55624	2,9929e-003
55625	3,0569e-003
55626	3,1093e-003
55627	3,0086e-003
55628	3,0696e-003
55629	3,0527e-003
55630	3,1005e-003
55631	3,0002e-003
55632	3,0569e-003
55633	3,1005e-003
55634	3,0002e-003
55635	3,1093e-003
55636	3,0086e-003
55637	3,0696e-003
55638	3,1529e-003
55639	3,2168e-003
55640	3,1028e-003
55641	3,1666e-003
55642	3,1483e-003
55643	3,2074e-003
55644	3,0937e-003
55645	3,1529e-003
55646	3,2074e-003
55647	3,0937e-003
55648	3,2168e-003
55649	3,1028e-003
55650	3,1666e-003
55651	3,2713e-003
55652	3,3483e-003
55653	3,2194e-003
55654	3,286e-003
55655	3,2664e-003
55656	3,3382e-003
55657	3,2096e-003
55658	3,2713e-003
55659	3,3382e-003
55660	3,2096e-003
55661	3,3483e-003
55662	3,2194e-003
55663	3,286e-003
55664	3,4151e-003
55665	3,5054e-003
55666	3,3614e-003
55667	3,4307e-003
55668	3,4099e-003
55669	3,4948e-003
55670	3,3512e-003
55671	3,4151e-003
55672	3,4948e-003
55673	3,3512e-003
55674	3,5054e-003
55675	3,3614e-003
55676	3,4307e-003
55677	3,5851e-003
55678	3,6916e-003
55679	3,632e-003
55680	3,5316e-003
55681	3,6014e-003
55682	3,5797e-003
55683	3,6809e-003
55684	3,621e-003
55685	3,5211e-003
55686	3,5851e-003
55687	3,6809e-003
55688	3,621e-003
55689	3,5211e-003
55690	3,6916e-003
55691	3,632e-003
55692	3,5316e-003
55693	3,6014e-003
55694	3,7874e-003
55695	3,9148e-003
55696	3,7342e-003
55697	3,831e-003
55698	3,8038e-003
55699	3,7821e-003
55700	3,9049e-003
55701	3,724e-003
55702	3,8199e-003
55703	3,7874e-003
55704	3,9049e-003
55705	3,724e-003
55706	3,8199e-003
55707	3,9148e-003
55708	3,7342e-003
55709	3,831e-003
55710	3,8038e-003
55711	4,0324e-003
55712	4,2138e-003
55713	3,9877e-003
55714	4,0477e-003
55715	4,0277e-003
55716	4,2067e-003
55717	3,9793e-003
55718	4,0324e-003
55719	4,2067e-003
55720	3,9793e-003
55721	4,2138e-003
55722	3,9877e-003
55723	4,0477e-003
55724	4,3881e-003
55725	4,6615e-003
55726	4,3359e-003
55727	4,335e-003
55728	4,399e-003
55729	4,3856e-003
55730	4,6631e-003
55731	4,3326e-003
55732	4,3275e-003
55733	4,3881e-003
55734	4,6631e-003
55735	4,3326e-003
55736	4,3275e-003
55737	4,6615e-003
55738	4,3359e-003
55739	4,335e-003
55740	4,399e-003
55741	5,8133e-003
55742	6,0636e-003
55743	6,1669e-003
55744	5,5546e-003
55745	5,7971e-003
55746	5,8232e-003
55747	6,0899e-003
55748	6,1914e-003
55749	5,5681e-003
55750	5,8133e-003
55751	6,0899e-003
55752	6,1914e-003
55753	5,5681e-003
55754	6,0636e-003
55755	6,1669e-003
55756	5,5546e-003
55757	5,7971e-003
55758	5,5359e-003
55759	5,9259e-003
55760	5,5722e-003
55761	5,4169e-003
55762	5,526e-003
55763	5,5439e-003
55764	5,9503e-003
55765	5,5923e-003
55766	5,4284e-003
55767	5,5359e-003
55768	5,9503e-003
55769	5,5923e-003
55770	5,4284e-003
55771	5,9259e-003
55772	5,5722e-003
55773	5,4169e-003
55774	5,526e-003
55775	6,3593e-003
55776	6,9578e-003
55777	5,972e-003
55778	6,4926e-003
55779	6,3243e-003
55780	6,3758e-003
55781	6,9957e-003
55782	5,999e-003
55783	6,5327e-003
55784	6,3593e-003
55785	6,9957e-003
55786	5,999e-003
55787	6,5327e-003
55788	6,9578e-003
55789	5,972e-003
55790	6,4926e-003
55791	6,3243e-003
55792	6,3403e-003
55793	6,4833e-003
55794	6,9113e-003
55795	6,3049e-003
55796	6,3566e-003
55797	6,5225e-003
55798	6,9489e-003
55799	6,3403e-003
55800	6,5225e-003
55801	6,9489e-003
55802	6,4833e-003
55803	6,9113e-003
55804	6,3049e-003
55805	7,0634e-003
55806	7,1051e-003
55807	7,4931e-003
55808	6,7943e-003
55809	6,8698e-003
55810	7,1986e-003
55811	7,0359e-003
55812	7,0549e-003
55813	7,4618e-003
55814	6,7418e-003
55815	6,817e-003
55816	7,0634e-003
55817	7,0549e-003
55818	7,4618e-003
55819	6,7418e-003
55820	6,817e-003
55821	7,1051e-003
55822	7,4931e-003
55823	6,7943e-003
55824	6,8698e-003
55825	7,1986e-003
55826	5,6031e-003
55827	5,4472e-003
55828	5,5835e-003
55829	5,8174e-003
55830	5,6466e-003
55831	5,5891e-003
55832	5,4232e-003
55833	5,5557e-003
55834	5,7841e-003
55835	5,6031e-003
55836	5,4232e-003
55837	5,5557e-003
55838	5,7841e-003
55839	5,4472e-003
55840	5,5835e-003
55841	5,8174e-003
55842	5,6466e-003
55843	5,2673e-003
55844	5,1328e-003
55845	5,2377e-003
55846	5,2791e-003
55847	5,2976e-003
55848	5,2573e-003
55849	5,1155e-003
55850	5,2178e-003
55851	5,26e-003
55852	5,2673e-003
55853	5,1155e-003
55854	5,2178e-003
55855	5,26e-003
55856	5,1328e-003
55857	5,2377e-003
55858	5,2791e-003
55859	5,2976e-003
55860	4,981e-003
55861	4,8624e-003
55862	4,9441e-003
55863	5,003e-003
55864	4,9737e-003
55865	4,8496e-003
55866	4,9296e-003
55867	4,981e-003
55868	4,8496e-003
55869	4,9296e-003
55870	4,8624e-003
55871	4,9441e-003
