Node Number	Equivalent Elastic Strain (mm/mm)
7154	5,0211e-003
7155	5,0211e-003
7156	5,0308e-003
7157	5,2995e-003
7158	5,2971e-003
7159	5,2971e-003
7160	5,2995e-003
7161	5,6037e-003
7162	5,6242e-003
7163	5,6242e-003
7164	5,6037e-003
7165	5,9652e-003
7166	6,0385e-003
7167	6,0385e-003
7168	5,9652e-003
7169	6,4511e-003
7170	6,6307e-003
7171	6,6307e-003
7172	6,4511e-003
7173	7,2692e-003
7174	7,4343e-003
7175	7,4343e-003
7176	7,2692e-003
7177	4,1275e-003
7178	4,1171e-003
7179	4,1171e-003
7180	4,1275e-003
7181	3,8627e-003
7182	3,8512e-003
7183	3,8512e-003
7184	3,8627e-003
7185	3,66e-003
7186	3,6488e-003
7187	3,6488e-003
7188	3,66e-003
7189	3,4921e-003
7190	3,4815e-003
7191	3,4815e-003
7192	3,4921e-003
7193	3,3475e-003
7194	3,3376e-003
7195	3,3376e-003
7196	3,3475e-003
7197	3,2247e-003
7198	3,2157e-003
7199	3,2157e-003
7200	3,2247e-003
7201	3,1245e-003
7202	3,1161e-003
7203	3,1161e-003
7204	3,1245e-003
7205	3,045e-003
7206	3,0372e-003
7207	3,0372e-003
7208	3,045e-003
7209	2,9844e-003
7210	2,9772e-003
7211	2,9772e-003
7212	2,9844e-003
7213	2,9416e-003
7214	2,9348e-003
7215	2,9348e-003
7216	2,9416e-003
7217	2,9152e-003
7218	2,9089e-003
7219	2,9089e-003
7220	2,9152e-003
7221	2,904e-003
7222	2,8981e-003
7223	2,8981e-003
7224	2,904e-003
7225	2,9071e-003
7226	2,9015e-003
7227	2,9015e-003
7228	2,9071e-003
7229	2,9233e-003
7230	2,918e-003
7231	2,918e-003
7232	2,9233e-003
7233	2,9516e-003
7234	2,9466e-003
7235	2,9466e-003
7236	2,9516e-003
7237	2,9913e-003
7238	2,9865e-003
7239	2,9865e-003
7240	2,9913e-003
7241	3,0415e-003
7242	3,0368e-003
7243	3,0368e-003
7244	3,0415e-003
7245	3,1015e-003
7246	3,097e-003
7247	3,097e-003
7248	3,1015e-003
7249	3,1708e-003
7250	3,1664e-003
7251	3,1664e-003
7252	3,1708e-003
7253	3,249e-003
7254	3,2446e-003
7255	3,2446e-003
7256	3,249e-003
7257	3,3359e-003
7258	3,3315e-003
7259	3,3315e-003
7260	3,3359e-003
7261	3,4313e-003
7262	3,4269e-003
7263	3,4269e-003
7264	3,4313e-003
7265	3,5354e-003
7266	3,5309e-003
7267	3,5309e-003
7268	3,5354e-003
7269	3,6485e-003
7270	3,6439e-003
7271	3,6439e-003
7272	3,6485e-003
7273	3,7712e-003
7274	3,7665e-003
7275	3,7665e-003
7276	3,7712e-003
7277	3,9046e-003
7278	3,8995e-003
7279	3,8995e-003
7280	3,9046e-003
7281	4,0496e-003
7282	4,0441e-003
7283	4,0441e-003
7284	4,0496e-003
7285	4,208e-003
7286	4,2018e-003
7287	4,2018e-003
7288	4,208e-003
7289	4,3817e-003
7290	4,3745e-003
7291	4,3745e-003
7292	4,3817e-003
7293	4,573e-003
7294	4,5644e-003
7295	4,5644e-003
7296	4,573e-003
7297	4,7845e-003
7298	4,7739e-003
7299	4,7739e-003
7300	4,7845e-003
7301	5,0193e-003
7302	5,0057e-003
7303	5,0057e-003
7304	5,0193e-003
7305	5,5755e-003
7306	5,5505e-003
7307	5,5505e-003
7308	5,5755e-003
7309	5,7335e-003
7310	5,7522e-003
7311	5,7522e-003
7312	5,7335e-003
7313	6,4134e-003
7314	6,447e-003
7315	6,447e-003
7316	6,4134e-003
7317	4,4003e-003
7318	4,3897e-003
7319	4,3897e-003
7320	4,4003e-003
7321	4,0901e-003
7322	4,079e-003
7323	4,079e-003
7324	4,0901e-003
7325	4,6815e-003
7326	4,6766e-003
7327	4,6766e-003
7328	4,6815e-003
7329	4,9378e-003
7330	4,9379e-003
7331	4,9379e-003
7332	4,9378e-003
7333	4,5128e-003
7334	4,5072e-003
7335	4,5072e-003
7336	4,5128e-003
7337	4,1861e-003
7338	4,1759e-003
7339	4,1759e-003
7340	4,1861e-003
7341	3,9279e-003
7342	3,9163e-003
7343	3,9163e-003
7344	3,9279e-003
7345	3,7151e-003
7346	3,7038e-003
7347	3,7038e-003
7348	3,7151e-003
7349	3,5352e-003
7350	3,5244e-003
7351	3,5244e-003
7352	3,5352e-003
7353	3,3837e-003
7354	3,3737e-003
7355	3,3737e-003
7356	3,3837e-003
7357	3,257e-003
7358	3,2477e-003
7359	3,2477e-003
7360	3,257e-003
7361	3,1525e-003
7362	3,1439e-003
7363	3,1439e-003
7364	3,1525e-003
7365	3,0683e-003
7366	3,0604e-003
7367	3,0604e-003
7368	3,0683e-003
7369	3,003e-003
7370	2,9956e-003
7371	2,9956e-003
7372	3,003e-003
7373	2,955e-003
7374	2,9481e-003
7375	2,9481e-003
7376	2,955e-003
7377	2,9233e-003
7378	2,9169e-003
7379	2,9169e-003
7380	2,9233e-003
7381	2,9067e-003
7382	2,9007e-003
7383	2,9007e-003
7384	2,9067e-003
7385	2,9042e-003
7386	2,8984e-003
7387	2,8984e-003
7388	2,9042e-003
7389	2,9146e-003
7390	2,9092e-003
7391	2,9092e-003
7392	2,9146e-003
7393	2,9372e-003
7394	2,9321e-003
7395	2,9321e-003
7396	2,9372e-003
7397	2,9711e-003
7398	2,9661e-003
7399	2,9661e-003
7400	2,9711e-003
7401	3,0154e-003
7402	3,0106e-003
7403	3,0106e-003
7404	3,0154e-003
7405	3,0694e-003
7406	3,0648e-003
7407	3,0648e-003
7408	3,0694e-003
7409	3,1327e-003
7410	3,1282e-003
7411	3,1282e-003
7412	3,1327e-003
7413	3,2047e-003
7414	3,2002e-003
7415	3,2002e-003
7416	3,2047e-003
7417	3,2851e-003
7418	3,2807e-003
7419	3,2807e-003
7420	3,2851e-003
7421	3,3737e-003
7422	3,3694e-003
7423	3,3694e-003
7424	3,3737e-003
7425	3,4706e-003
7426	3,4662e-003
7427	3,4662e-003
7428	3,4706e-003
7429	3,576e-003
7430	3,5715e-003
7431	3,5715e-003
7432	3,576e-003
7433	3,6902e-003
7434	3,6856e-003
7435	3,6856e-003
7436	3,6902e-003
7437	3,814e-003
7438	3,8092e-003
7439	3,8092e-003
7440	3,814e-003
7441	3,9483e-003
7442	3,9431e-003
7443	3,9431e-003
7444	3,9483e-003
7445	4,0943e-003
7446	4,0886e-003
7447	4,0886e-003
7448	4,0943e-003
7449	4,2537e-003
7450	4,2472e-003
7451	4,2472e-003
7452	4,2537e-003
7453	4,4283e-003
7454	4,4208e-003
7455	4,4208e-003
7456	4,4283e-003
7457	4,6204e-003
7458	4,6114e-003
7459	4,6114e-003
7460	4,6204e-003
7461	4,8326e-003
7462	4,8214e-003
7463	4,8214e-003
7464	4,8326e-003
7465	5,614e-003
7466	5,5879e-003
7467	5,5879e-003
7468	5,614e-003
7469	5,9303e-003
7470	5,8948e-003
7471	5,8948e-003
7472	5,9303e-003
7473	6,2342e-003
7474	6,1893e-003
7475	6,1893e-003
7476	6,2342e-003
7477	6,3815e-003
7478	6,3343e-003
7479	6,3343e-003
7480	6,3815e-003
7481	4,8927e-003
7482	4,8929e-003
7483	4,8929e-003
7484	4,8927e-003
7485	5,3274e-003
7486	5,3384e-003
7487	5,3384e-003
7488	5,3274e-003
7489	5,9306e-003
7490	5,9564e-003
7491	5,9564e-003
7492	5,9306e-003
7493	4,5609e-003
7494	4,5546e-003
7495	4,5546e-003
7496	4,5609e-003
7497	7,6816e-003
7498	7,5488e-003
7499	7,5488e-003
7500	7,6816e-003
7501	6,8036e-003
7502	7,0375e-003
7503	7,0375e-003
7504	6,8036e-003
7505	6,3635e-003
7506	6,5134e-003
7507	6,5134e-003
7508	6,3635e-003
7509	5,9546e-003
7510	6,0286e-003
7511	6,0286e-003
7512	5,9546e-003
7513	5,6038e-003
7514	5,6237e-003
7515	5,6237e-003
7516	5,6038e-003
7517	5,299e-003
7518	5,2968e-003
7519	5,2968e-003
7520	5,299e-003
7521	5,0304e-003
7522	5,0206e-003
7523	5,0206e-003
7524	5,0304e-003
7525	4,7896e-003
7526	4,7789e-003
7527	4,7789e-003
7528	4,7896e-003
7529	4,5719e-003
7530	4,5622e-003
7531	4,5622e-003
7532	4,5719e-003
7533	4,3737e-003
7534	4,3652e-003
7535	4,3652e-003
7536	4,3737e-003
7537	4,1924e-003
7538	4,1851e-003
7539	4,1851e-003
7540	4,1924e-003
7541	4,0263e-003
7542	4,0198e-003
7543	4,0198e-003
7544	4,0263e-003
7545	3,874e-003
7546	3,8682e-003
7547	3,8682e-003
7548	3,874e-003
7549	3,7344e-003
7550	3,729e-003
7551	3,729e-003
7552	3,7344e-003
7553	3,6066e-003
7554	3,6016e-003
7555	3,6016e-003
7556	3,6066e-003
7557	3,4901e-003
7558	3,4852e-003
7559	3,4852e-003
7560	3,4901e-003
7561	3,3842e-003
7562	3,3796e-003
7563	3,3796e-003
7564	3,3842e-003
7565	3,2888e-003
7566	3,2842e-003
7567	3,2842e-003
7568	3,2888e-003
7569	3,2037e-003
7570	3,1992e-003
7571	3,1992e-003
7572	3,2037e-003
7573	3,129e-003
7574	3,1244e-003
7575	3,1244e-003
7576	3,129e-003
7577	3,0647e-003
7578	3,06e-003
7579	3,06e-003
7580	3,0647e-003
7581	3,0113e-003
7582	3,0065e-003
7583	3,0065e-003
7584	3,0113e-003
7585	2,9692e-003
7586	2,9642e-003
7587	2,9642e-003
7588	2,9692e-003
7589	2,939e-003
7590	2,9338e-003
7591	2,9338e-003
7592	2,939e-003
7593	2,9215e-003
7594	2,916e-003
7595	2,916e-003
7596	2,9215e-003
7597	2,9174e-003
7598	2,9116e-003
7599	2,9116e-003
7600	2,9174e-003
7601	2,9278e-003
7602	2,9216e-003
7603	2,9216e-003
7604	2,9278e-003
7605	2,9535e-003
7606	2,9469e-003
7607	2,9469e-003
7608	2,9535e-003
7609	2,9957e-003
7610	2,9886e-003
7611	2,9886e-003
7612	2,9957e-003
7613	3,0556e-003
7614	3,048e-003
7615	3,048e-003
7616	3,0556e-003
7617	3,1346e-003
7618	3,1263e-003
7619	3,1263e-003
7620	3,1346e-003
7621	3,2341e-003
7622	3,2251e-003
7623	3,2251e-003
7624	3,2341e-003
7625	3,356e-003
7626	3,3462e-003
7627	3,3462e-003
7628	3,356e-003
7629	3,5027e-003
7630	3,4922e-003
7631	3,4922e-003
7632	3,5027e-003
7633	4,1419e-003
7634	4,1308e-003
7635	4,1308e-003
7636	4,1419e-003
7637	4,8747e-003
7638	4,875e-003
7639	4,875e-003
7640	4,8747e-003
7641	5,0504e-003
7642	5,0558e-003
7643	5,0558e-003
7644	5,0504e-003
7645	5,6513e-003
7646	5,674e-003
7647	5,674e-003
7648	5,6513e-003
7649	5,879e-003
7650	6,0258e-003
7651	6,0258e-003
7652	5,879e-003
7653	5,497e-003
7654	5,5669e-003
7655	5,5669e-003
7656	5,497e-003
7657	5,1994e-003
7658	5,2206e-003
7659	5,2206e-003
7660	5,1994e-003
7661	4,9593e-003
7662	4,9603e-003
7663	4,9603e-003
7664	4,9593e-003
7665	4,74e-003
7666	4,7335e-003
7667	4,7335e-003
7668	4,74e-003
7669	4,5378e-003
7670	4,5297e-003
7671	4,5297e-003
7672	4,5378e-003
7673	4,3506e-003
7674	4,3428e-003
7675	4,3428e-003
7676	4,3506e-003
7677	4,1769e-003
7678	4,1699e-003
7679	4,1699e-003
7680	4,1769e-003
7681	4,0158e-003
7682	4,0096e-003
7683	4,0096e-003
7684	4,0158e-003
7685	3,8666e-003
7686	3,861e-003
7687	3,861e-003
7688	3,8666e-003
7689	3,7287e-003
7690	3,7236e-003
7691	3,7236e-003
7692	3,7287e-003
7693	3,6015e-003
7694	3,5967e-003
7695	3,5967e-003
7696	3,6015e-003
7697	3,4847e-003
7698	3,4801e-003
7699	3,4801e-003
7700	3,4847e-003
7701	3,3778e-003
7702	3,3734e-003
7703	3,3734e-003
7704	3,3778e-003
7705	3,2805e-003
7706	3,2762e-003
7707	3,2762e-003
7708	3,2805e-003
7709	3,1927e-003
7710	3,1885e-003
7711	3,1885e-003
7712	3,1927e-003
7713	3,1143e-003
7714	3,1101e-003
7715	3,1101e-003
7716	3,1143e-003
7717	3,0455e-003
7718	3,0411e-003
7719	3,0411e-003
7720	3,0455e-003
7721	2,9863e-003
7722	2,9818e-003
7723	2,9818e-003
7724	2,9863e-003
7725	2,9371e-003
7726	2,9324e-003
7727	2,9324e-003
7728	2,9371e-003
7729	2,8984e-003
7730	2,8935e-003
7731	2,8935e-003
7732	2,8984e-003
7733	2,8708e-003
7734	2,8656e-003
7735	2,8656e-003
7736	2,8708e-003
7737	2,855e-003
7738	2,8495e-003
7739	2,8495e-003
7740	2,855e-003
7741	2,8517e-003
7742	2,8459e-003
7743	2,8459e-003
7744	2,8517e-003
7745	2,862e-003
7746	2,8558e-003
7747	2,8558e-003
7748	2,862e-003
7749	2,8869e-003
7750	2,8802e-003
7751	2,8802e-003
7752	2,8869e-003
7753	2,9275e-003
7754	2,9202e-003
7755	2,9202e-003
7756	2,9275e-003
7757	2,985e-003
7758	2,9772e-003
7759	2,9772e-003
7760	2,985e-003
7761	3,0611e-003
7762	3,0527e-003
7763	3,0527e-003
7764	3,0611e-003
7765	3,1574e-003
7766	3,1483e-003
7767	3,1483e-003
7768	3,1574e-003
7769	3,2762e-003
7770	3,2664e-003
7771	3,2664e-003
7772	3,2762e-003
7773	3,4203e-003
7774	3,4099e-003
7775	3,4099e-003
7776	3,4203e-003
7777	3,5905e-003
7778	3,5797e-003
7779	3,5797e-003
7780	3,5905e-003
7781	3,7927e-003
7782	3,7821e-003
7783	3,7821e-003
7784	3,7927e-003
7785	4,037e-003
7786	4,0277e-003
7787	4,0277e-003
7788	4,037e-003
7789	4,3905e-003
7790	4,3856e-003
7791	4,3856e-003
7792	4,3905e-003
7793	5,8034e-003
7794	5,8232e-003
7795	5,8232e-003
7796	5,8034e-003
7797	5,528e-003
7798	5,5439e-003
7799	5,5439e-003
7800	5,528e-003
7801	6,3428e-003
7802	6,3758e-003
7803	6,3758e-003
7804	6,3428e-003
7805	6,3239e-003
7806	6,3566e-003
7807	6,3566e-003
7808	6,3239e-003
7809	7,0908e-003
7810	7,0359e-003
7811	7,0359e-003
7812	7,0908e-003
7813	5,6171e-003
7814	5,5891e-003
7815	5,5891e-003
7816	5,6171e-003
7817	5,2773e-003
7818	5,2573e-003
7819	5,2573e-003
7820	5,2773e-003
7821	4,9883e-003
7822	4,9737e-003
7823	4,9737e-003
7824	4,9883e-003
7825	4,7366e-003
7826	4,7256e-003
7827	4,7256e-003
7828	4,7366e-003
7829	4,5151e-003
7830	4,5065e-003
7831	4,5065e-003
7832	4,5151e-003
7833	4,3185e-003
7834	4,3114e-003
7835	4,3114e-003
7836	4,3185e-003
7837	4,1424e-003
7838	4,1364e-003
7839	4,1364e-003
7840	4,1424e-003
7841	3,9835e-003
7842	3,9782e-003
7843	3,9782e-003
7844	3,9835e-003
7845	3,8391e-003
7846	3,8343e-003
7847	3,8343e-003
7848	3,8391e-003
7849	3,7073e-003
7850	3,7027e-003
7851	3,7027e-003
7852	3,7073e-003
7853	3,5864e-003
7854	3,582e-003
7855	3,582e-003
7856	3,5864e-003
7857	3,4754e-003
7858	3,471e-003
7859	3,471e-003
7860	3,4754e-003
7861	3,3734e-003
7862	3,3692e-003
7863	3,3692e-003
7864	3,3734e-003
7865	3,2802e-003
7866	3,2759e-003
7867	3,2759e-003
7868	3,2802e-003
7869	3,1954e-003
7870	3,1911e-003
7871	3,1911e-003
7872	3,1954e-003
7873	3,1191e-003
7874	3,1147e-003
7875	3,1147e-003
7876	3,1191e-003
7877	3,0514e-003
7878	3,0469e-003
7879	3,0469e-003
7880	3,0514e-003
7881	2,9927e-003
7882	2,988e-003
7883	2,988e-003
7884	2,9927e-003
7885	2,9435e-003
7886	2,9386e-003
7887	2,9386e-003
7888	2,9435e-003
7889	2,9044e-003
7890	2,8993e-003
7891	2,8993e-003
7892	2,9044e-003
7893	2,8761e-003
7894	2,8707e-003
7895	2,8707e-003
7896	2,8761e-003
7897	2,8593e-003
7898	2,8536e-003
7899	2,8536e-003
7900	2,8593e-003
7901	2,8551e-003
7902	2,8491e-003
7903	2,8491e-003
7904	2,8551e-003
7905	2,8645e-003
7906	2,858e-003
7907	2,858e-003
7908	2,8645e-003
7909	2,8884e-003
7910	2,8815e-003
7911	2,8815e-003
7912	2,8884e-003
7913	2,9282e-003
7914	2,9208e-003
7915	2,9208e-003
7916	2,9282e-003
7917	2,9851e-003
7918	2,9771e-003
7919	2,9771e-003
7920	2,9851e-003
7921	3,0607e-003
7922	3,0521e-003
7923	3,0521e-003
7924	3,0607e-003
7925	3,1567e-003
7926	3,1475e-003
7927	3,1475e-003
7928	3,1567e-003
7929	3,2754e-003
7930	3,2655e-003
7931	3,2655e-003
7932	3,2754e-003
7933	3,4196e-003
7934	3,4091e-003
7935	3,4091e-003
7936	3,4196e-003
7937	3,5881e-003
7938	3,5772e-003
7939	3,5772e-003
7940	3,5881e-003
7941	3,7942e-003
7942	3,7837e-003
7943	3,7837e-003
7944	3,7942e-003
7945	4,0478e-003
7946	4,0391e-003
7947	4,0391e-003
7948	4,0478e-003
7949	4,4767e-003
7950	4,4722e-003
7951	4,4722e-003
7952	4,4767e-003
7953	4,9118e-003
7954	4,9179e-003
7955	4,9179e-003
7956	4,9118e-003
7957	5,4773e-003
7958	5,4988e-003
7959	5,4988e-003
7960	5,4773e-003
7961	6,4281e-003
7962	6,4672e-003
7963	6,4672e-003
7964	6,4281e-003
7965	6,9616e-003
7966	6,8182e-003
7967	6,8182e-003
7968	6,9616e-003
7969	5,1995e-003
7970	5,2208e-003
7971	5,2208e-003
7972	5,1995e-003
7973	4,9588e-003
7974	4,9597e-003
7975	4,9597e-003
7976	4,9588e-003
7977	4,7395e-003
7978	4,733e-003
7979	4,733e-003
7980	4,7395e-003
7981	4,5374e-003
7982	4,5293e-003
7983	4,5293e-003
7984	4,5374e-003
7985	4,3501e-003
7986	4,3424e-003
7987	4,3424e-003
7988	4,3501e-003
7989	4,1764e-003
7990	4,1695e-003
7991	4,1695e-003
7992	4,1764e-003
7993	4,0153e-003
7994	4,0092e-003
7995	4,0092e-003
7996	4,0153e-003
7997	3,8661e-003
7998	3,8606e-003
7999	3,8606e-003
8000	3,8661e-003
8001	3,7282e-003
8002	3,7231e-003
8003	3,7231e-003
8004	3,7282e-003
8005	3,6011e-003
8006	3,5963e-003
8007	3,5963e-003
8008	3,6011e-003
8009	3,4842e-003
8010	3,4797e-003
8011	3,4797e-003
8012	3,4842e-003
8013	3,3773e-003
8014	3,373e-003
8015	3,373e-003
8016	3,3773e-003
8017	3,2801e-003
8018	3,2758e-003
8019	3,2758e-003
8020	3,2801e-003
8021	3,1923e-003
8022	3,1881e-003
8023	3,1881e-003
8024	3,1923e-003
8025	3,114e-003
8026	3,1097e-003
8027	3,1097e-003
8028	3,114e-003
8029	3,0451e-003
8030	3,0408e-003
8031	3,0408e-003
8032	3,0451e-003
8033	2,986e-003
8034	2,9815e-003
8035	2,9815e-003
8036	2,986e-003
8037	2,9369e-003
8038	2,9322e-003
8039	2,9322e-003
8040	2,9369e-003
8041	2,8982e-003
8042	2,8933e-003
8043	2,8933e-003
8044	2,8982e-003
8045	2,8707e-003
8046	2,8655e-003
8047	2,8655e-003
8048	2,8707e-003
8049	2,8549e-003
8050	2,8494e-003
8051	2,8494e-003
8052	2,8549e-003
8053	2,8518e-003
8054	2,8459e-003
8055	2,8459e-003
8056	2,8518e-003
8057	2,8621e-003
8058	2,8559e-003
8059	2,8559e-003
8060	2,8621e-003
8061	2,8871e-003
8062	2,8804e-003
8063	2,8804e-003
8064	2,8871e-003
8065	2,9278e-003
8066	2,9205e-003
8067	2,9205e-003
8068	2,9278e-003
8069	2,9855e-003
8070	2,9777e-003
8071	2,9777e-003
8072	2,9855e-003
8073	3,0617e-003
8074	3,0533e-003
8075	3,0533e-003
8076	3,0617e-003
8077	3,1582e-003
8078	3,1491e-003
8079	3,1491e-003
8080	3,1582e-003
8081	3,2772e-003
8082	3,2674e-003
8083	3,2674e-003
8084	3,2772e-003
8085	3,4216e-003
8086	3,4112e-003
8087	3,4112e-003
8088	3,4216e-003
8089	4,0649e-003
8090	4,0558e-003
8091	4,0558e-003
8092	4,0649e-003
8093	4,3912e-003
8094	4,3863e-003
8095	4,3863e-003
8096	4,3912e-003
8097	4,8302e-003
8098	4,8355e-003
8099	4,8355e-003
8100	4,8302e-003
8101	5,4882e-003
8102	5,5129e-003
8103	5,5129e-003
8104	5,4882e-003
8105	4,4413e-003
8106	4,4387e-003
8107	4,4387e-003
8108	4,4413e-003
8109	3,8512e-003
8110	3,8408e-003
8111	3,8408e-003
8112	3,8512e-003
8113	3,6377e-003
8114	3,6268e-003
8115	3,6268e-003
8116	3,6377e-003
8117	3,4591e-003
8118	3,4485e-003
8119	3,4485e-003
8120	3,4591e-003
8121	3,3107e-003
8122	3,3006e-003
8123	3,3006e-003
8124	3,3107e-003
8125	3,1878e-003
8126	3,1783e-003
8127	3,1783e-003
8128	3,1878e-003
8129	3,0874e-003
8130	3,0786e-003
8131	3,0786e-003
8132	3,0874e-003
8133	3,0073e-003
8134	2,9991e-003
8135	2,9991e-003
8136	3,0073e-003
8137	2,9456e-003
8138	2,9379e-003
8139	2,9379e-003
8140	2,9456e-003
8141	2,9009e-003
8142	2,8937e-003
8143	2,8937e-003
8144	2,9009e-003
8145	2,8718e-003
8146	2,8651e-003
8147	2,8651e-003
8148	2,8718e-003
8149	2,8572e-003
8150	2,851e-003
8151	2,851e-003
8152	2,8572e-003
8153	2,856e-003
8154	2,8502e-003
8155	2,8502e-003
8156	2,856e-003
8157	2,8673e-003
8158	2,8618e-003
8159	2,8618e-003
8160	2,8673e-003
8161	2,8901e-003
8162	2,8848e-003
8163	2,8848e-003
8164	2,8901e-003
8165	2,9236e-003
8166	2,9186e-003
8167	2,9186e-003
8168	2,9236e-003
8169	2,9672e-003
8170	2,9623e-003
8171	2,9623e-003
8172	2,9672e-003
8173	3,0201e-003
8174	3,0154e-003
8175	3,0154e-003
8176	3,0201e-003
8177	3,0819e-003
8178	3,0773e-003
8179	3,0773e-003
8180	3,0819e-003
8181	3,1521e-003
8182	3,1477e-003
8183	3,1477e-003
8184	3,1521e-003
8185	3,2306e-003
8186	3,2263e-003
8187	3,2263e-003
8188	3,2306e-003
8189	3,3172e-003
8190	3,3129e-003
8191	3,3129e-003
8192	3,3172e-003
8193	3,412e-003
8194	3,4077e-003
8195	3,4077e-003
8196	3,412e-003
8197	3,5152e-003
8198	3,5109e-003
8199	3,5109e-003
8200	3,5152e-003
8201	3,6274e-003
8202	3,623e-003
8203	3,623e-003
8204	3,6274e-003
8205	3,7495e-003
8206	3,7449e-003
8207	3,7449e-003
8208	3,7495e-003
8209	3,8826e-003
8210	3,8776e-003
8211	3,8776e-003
8212	3,8826e-003
8213	4,0282e-003
8214	4,0227e-003
8215	4,0227e-003
8216	4,0282e-003
8217	4,1885e-003
8218	4,1822e-003
8219	4,1822e-003
8220	4,1885e-003
8221	4,3661e-003
8222	4,3587e-003
8223	4,3587e-003
8224	4,3661e-003
8225	4,5644e-003
8226	4,5553e-003
8227	4,5553e-003
8228	4,5644e-003
8229	4,7877e-003
8230	4,776e-003
8231	4,776e-003
8232	4,7877e-003
8233	5,0414e-003
8234	5,0259e-003
8235	5,0259e-003
8236	5,0414e-003
8237	5,3326e-003
8238	5,3114e-003
8239	5,3114e-003
8240	5,3326e-003
8241	5,6699e-003
8242	5,6406e-003
8243	5,6406e-003
8244	5,6699e-003
8245	6,9744e-003
8246	6,9197e-003
8247	6,9197e-003
8248	6,9744e-003
8249	7,2733e-003
8250	7,2324e-003
8251	7,2324e-003
8252	7,2733e-003
8253	4,9324e-003
8254	4,9406e-003
8255	4,9406e-003
8256	4,9324e-003
8257	4,893e-003
8258	4,903e-003
8259	4,903e-003
8260	4,893e-003
8261	6,6426e-003
8262	6,6885e-003
8263	6,6885e-003
8264	6,6426e-003
8265	4,698e-003
8266	4,7077e-003
8267	4,7077e-003
8268	4,698e-003
8269	4,2812e-003
8270	4,2795e-003
8271	4,2795e-003
8272	4,2812e-003
8273	3,9383e-003
8274	3,9308e-003
8275	3,9308e-003
8276	3,9383e-003
8277	3,6757e-003
8278	3,666e-003
8279	3,666e-003
8280	3,6757e-003
8281	4,5896e-003
8282	4,5928e-003
8283	4,5928e-003
8284	4,5896e-003
8285	4,7672e-003
8286	4,7876e-003
8287	4,7876e-003
8288	4,7672e-003
8289	6,3163e-003
8290	6,4944e-003
8291	6,4944e-003
8292	6,3163e-003
8293	5,4662e-003
8294	5,6171e-003
8295	5,6171e-003
8296	5,4662e-003
8297	5,4239e-003
8298	5,4593e-003
8299	5,4593e-003
8300	5,4239e-003
8301	4,3137e-003
8302	4,3139e-003
8303	4,3139e-003
8304	4,3137e-003
8305	3,9889e-003
8306	3,9825e-003
8307	3,9825e-003
8308	3,9889e-003
8309	3,7341e-003
8310	3,7248e-003
8311	3,7248e-003
8312	3,7341e-003
8313	5,2555e-003
8314	5,2345e-003
8315	5,2345e-003
8316	5,2555e-003
8317	5,6104e-003
8318	5,5815e-003
8319	5,5815e-003
8320	5,6104e-003
8321	6,0341e-003
8322	5,9957e-003
8323	5,9957e-003
8324	6,0341e-003
8325	7,1763e-003
8326	7,1314e-003
8327	7,1314e-003
8328	7,1763e-003
8329	4,7485e-003
8330	4,7617e-003
8331	4,7617e-003
8332	4,7485e-003
8333	7,0589e-003
8334	6,7191e-003
8335	6,7191e-003
8336	7,0589e-003
8337	5,9525e-003
8338	5,9184e-003
8339	5,9184e-003
8340	5,9525e-003
8341	5,4373e-003
8342	5,5935e-003
8343	5,5935e-003
8344	5,4373e-003
8345	5,1593e-003
8346	5,2638e-003
8347	5,2638e-003
8348	5,1593e-003
8349	4,9488e-003
8350	5,004e-003
8351	5,004e-003
8352	4,9488e-003
8353	4,7642e-003
8354	4,7843e-003
8355	4,7843e-003
8356	4,7642e-003
8357	3,6828e-003
8358	3,6731e-003
8359	3,6731e-003
8360	3,6828e-003
8361	3,9412e-003
8362	3,9338e-003
8363	3,9338e-003
8364	3,9412e-003
8365	4,2717e-003
8366	4,27e-003
8367	4,27e-003
8368	4,2717e-003
8369	4,7121e-003
8370	4,7217e-003
8371	4,7217e-003
8372	4,7121e-003
8373	5,3579e-003
8374	5,3868e-003
8375	5,3868e-003
8376	5,3579e-003
8377	6,375e-003
8378	6,4331e-003
8379	6,4331e-003
8380	6,375e-003
8381	7,8427e-003
8382	7,8212e-003
8383	7,8212e-003
8384	7,8427e-003
8385	7,1194e-003
8386	7,0738e-003
8387	7,0738e-003
8388	7,1194e-003
8389	6,4942e-003
8390	6,448e-003
8391	6,448e-003
8392	6,4942e-003
8393	5,9768e-003
8394	5,9396e-003
8395	5,9396e-003
8396	5,9768e-003
8397	5,5498e-003
8398	5,5223e-003
8399	5,5223e-003
8400	5,5498e-003
8401	5,1981e-003
8402	5,1783e-003
8403	5,1783e-003
8404	5,1981e-003
8405	3,9234e-003
8406	3,9163e-003
8407	3,9163e-003
8408	3,9234e-003
8409	8,0551e-003
8410	8,0935e-003
8411	8,0935e-003
8412	8,0551e-003
8413	5,5154e-003
8414	5,5417e-003
8415	5,5417e-003
8416	5,5154e-003
8417	5,2737e-003
8418	5,3023e-003
8419	5,3023e-003
8420	5,2737e-003
8421	4,2442e-003
8422	4,2432e-003
8423	4,2432e-003
8424	4,2442e-003
8425	4,8186e-003
8426	4,8281e-003
8427	4,8281e-003
8428	4,8186e-003
8429	4,6664e-003
8430	4,678e-003
8431	4,678e-003
8432	4,6664e-003
8433	5,4653e-003
8434	5,4933e-003
