Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1406	-13,715	-3,4382	-0,11647	19,381
1406	-13,715	-3,4382	-0,11647	19,381
1407	6,7391	-6,9503	-0,11647	13,588
1407	6,7391	-6,9503	-0,11647	13,588
1408	-0,54348	3,3415	-0,11647	12,928
1408	-0,54348	3,3415	-0,11647	12,928
1409	-6,7736	7,0985	-0,11647	13,475
1409	-6,7736	7,0985	-0,11647	13,475
1410	-15,295	4,7564	-0,11647	20,853
1410	-15,295	4,7564	-0,11647	20,853
1411	0,81397	-34,186	-0,11647	38,419
1411	0,81397	-34,186	-0,11647	38,419
1412	-15,325	-5,1421	-0,11647	20,799
1412	-15,325	-5,1421	-0,11647	20,799
1413	18,388	9,8065	-0,11647	21,213
1413	18,388	9,8065	-0,11647	21,213
1414	18,174	-9,6918	-0,11647	21,345
1414	18,174	-9,6918	-0,11647	21,345
1415	18,912	-10,861	-0,11647	20,946
1415	18,912	-10,861	-0,11647	20,946
1416	17,76	8,5907	-0,11647	21,566
1416	17,76	8,5907	-0,11647	21,566
1417	-6,213	34,252	-0,11647	30,436
1417	-6,213	34,252	-0,11647	30,436
1418	-5,7821	34,947	-0,11647	31,892
1418	-5,7821	34,947	-0,11647	31,892
1419	3,9969	-34,656	-0,11647	36,049
1419	3,9969	-34,656	-0,11647	36,049
1420	-15,759	5,8782	-0,11647	20,914
1420	-15,759	5,8782	-0,11647	20,914
1421	0,12031	33,559	-0,11647	30,216
1421	0,12031	33,559	-0,11647	30,216
1422	-0,44269	-34,1	-0,11647	38,292
1422	-0,44269	-34,1	-0,11647	38,292
1423	15,331	-6,1178	-0,11647	20,401
1423	15,331	-6,1178	-0,11647	20,401
1424	11,439	-5,0333	-0,11647	16,601
1424	11,439	-5,0333	-0,11647	16,601
1425	11,508	5,2479	-0,11647	16,533
1425	11,508	5,2479	-0,11647	16,533
1426	-11,412	5,5924	-0,11647	16,368
1426	-11,412	5,5924	-0,11647	16,368
1427	-12,311	-4,586	-0,11647	17,539
1427	-12,311	-4,586	-0,11647	17,539
1428	-0,41836	-1,1705	-0,11647	13,256
1428	-0,41836	-1,1705	-0,11647	13,256
1429	8,6225	-5,8916	-0,11647	14,6
1429	8,6225	-5,8916	-0,11647	14,6
1430	0,2526	1,3485	-0,11647	13,229
1430	0,2526	1,3485	-0,11647	13,229
1431	-18,243	-10,953	-0,11647	20,597
1431	-18,243	-10,953	-0,11647	20,597
1432	13,306	-3,2882	-0,11647	18,874
1432	13,306	-3,2882	-0,11647	18,874
1433	5,7342	-33,874	-0,11647	31,419
1433	5,7342	-33,874	-0,11647	31,419
1434	-4,2968	33,892	-0,11647	30,607
1434	-4,2968	33,892	-0,11647	30,607
1435	5,0976	34,305	-0,11647	31,014
1435	5,0976	34,305	-0,11647	31,014
1436	-5,1267	-33,966	-0,11647	32,711
1436	-5,1267	-33,966	-0,11647	32,711
1437	-5,9384	-34,534	-0,11647	32,153
1437	-5,9384	-34,534	-0,11647	32,153
1438	5,7346	7,9913	-0,11647	12,974
1438	5,7346	7,9913	-0,11647	12,974
1439	4,8215	7,585	-0,11647	12,775
1439	4,8215	7,585	-0,11647	12,775
1440	-6,3588	-7,6774	-0,11647	13,304
1440	-6,3588	-7,6774	-0,11647	13,304
1441	-5,4866	-7,2941	-0,11647	13,077
1441	-5,4866	-7,2941	-0,11647	13,077
1442	1,4538	5,2269	-0,11647	12,705
1442	1,4538	5,2269	-0,11647	12,705
1443	0,69678	4,4872	-0,11647	12,806
1443	0,69678	4,4872	-0,11647	12,806
1444	1,5344	-6,8578	-0,11647	12,451
1444	1,5344	-6,8578	-0,11647	12,451
1445	-1,488	-4,7174	-0,11647	12,846
1445	-1,488	-4,7174	-0,11647	12,846
1446	-0,77702	-4,2664	-0,11647	12,908
1446	-0,77702	-4,2664	-0,11647	12,908
1447	-1,6802	6,7851	-0,11647	12,421
1447	-1,6802	6,7851	-0,11647	12,421
1448	-6,4936	-33,64	-0,11647	29,985
1448	-6,4936	-33,64	-0,11647	29,985
1449	-7,0186	-32,717	-0,11647	28,144
1449	-7,0186	-32,717	-0,11647	28,144
1450	-7,5436	-31,772	-0,11647	26,54
1450	-7,5436	-31,772	-0,11647	26,54
1451	-8,0645	-30,821	-0,11647	25,132
1451	-8,0645	-30,821	-0,11647	25,132
1452	-8,5848	-29,871	-0,11647	23,892
1452	-8,5848	-29,871	-0,11647	23,892
1453	-9,1031	-28,919	-0,11647	22,789
1453	-9,1031	-28,919	-0,11647	22,789
1454	-9,6186	-27,957	-0,11647	21,801
1454	-9,6186	-27,957	-0,11647	21,801
1455	-10,665	-26,063	-0,11647	20,142
1455	-10,665	-26,063	-0,11647	20,142
1456	-11,181	-25,127	-0,11647	19,459
1456	-11,181	-25,127	-0,11647	19,459
1457	-11,695	-24,192	-0,11647	18,862
1457	-11,695	-24,192	-0,11647	18,862
1458	-12,208	-23,259	-0,11647	18,347
1458	-12,208	-23,259	-0,11647	18,347
1459	-12,716	-22,326	-0,11647	17,917
1459	-12,716	-22,326	-0,11647	17,917
1460	-13,226	-21,396	-0,11647	17,57
1460	-13,226	-21,396	-0,11647	17,57
1461	-13,736	-20,464	-0,11647	17,307
1461	-13,736	-20,464	-0,11647	17,307
1462	-14,749	-18,626	-0,11647	17,05
1462	-14,749	-18,626	-0,11647	17,05
1463	-15,246	-17,717	-0,11647	17,061
1463	-15,246	-17,717	-0,11647	17,061
1464	-15,741	-16,817	-0,11647	17,169
1464	-15,741	-16,817	-0,11647	17,169
1465	-16,739	-15,01	-0,11647	17,708
1465	-16,739	-15,01	-0,11647	17,708
1466	-18,338	-12,038	-0,11647	19,783
1466	-18,338	-12,038	-0,11647	19,783
1467	18,461	-11,734	-0,11647	20,013
1467	18,461	-11,734	-0,11647	20,013
1468	18,	-12,624	-0,11647	19,174
1468	18,	-12,624	-0,11647	19,174
1469	17,524	-13,503	-0,11647	18,507
1469	17,524	-13,503	-0,11647	18,507
1470	16,543	-15,281	-0,11647	17,573
1470	16,543	-15,281	-0,11647	17,573
1471	16,052	-16,193	-0,11647	17,283
1471	16,052	-16,193	-0,11647	17,283
1472	15,55	-17,12	-0,11647	17,104
1472	15,55	-17,12	-0,11647	17,104
1473	15,035	-18,053	-0,11647	17,031
1473	15,035	-18,053	-0,11647	17,031
1474	14,53	-18,988	-0,11647	17,06
1474	14,53	-18,988	-0,11647	17,06
1475	13,508	-20,904	-0,11647	17,409
1475	13,508	-20,904	-0,11647	17,409
1476	12,995	-21,864	-0,11647	17,721
1476	12,995	-21,864	-0,11647	17,721
1477	12,487	-22,819	-0,11647	18,119
1477	12,487	-22,819	-0,11647	18,119
1478	11,465	-24,745	-0,11647	19,174
1478	11,465	-24,745	-0,11647	19,174
1479	10,955	-25,705	-0,11647	19,828
1479	10,955	-25,705	-0,11647	19,828
1480	10,445	-26,662	-0,11647	20,568
1480	10,445	-26,662	-0,11647	20,568
1481	9,9458	-27,623	-0,11647	21,397
1481	9,9458	-27,623	-0,11647	21,397
1482	9,4433	-28,588	-0,11647	22,327
1482	9,4433	-28,588	-0,11647	22,327
1483	8,4455	-30,509	-0,11647	24,513
1483	8,4455	-30,509	-0,11647	24,513
1484	7,9546	-31,476	-0,11647	25,809
1484	7,9546	-31,476	-0,11647	25,809
1485	7,463	-32,453	-0,11647	27,294
1485	7,463	-32,453	-0,11647	27,294
1486	6,9423	-33,439	-0,11647	29,018
1486	6,9423	-33,439	-0,11647	29,018
1487	-19,094	10,246	-0,11647	21,478
1487	-19,094	10,246	-0,11647	21,478
1488	-18,139	12,042	-0,11647	19,421
1488	-18,139	12,042	-0,11647	19,421
1489	-17,179	13,826	-0,11647	18,109
1489	-17,179	13,826	-0,11647	18,109
1490	-16,696	14,731	-0,11647	17,664
1490	-16,696	14,731	-0,11647	17,664
1491	-16,21	15,634	-0,11647	17,343
1491	-16,21	15,634	-0,11647	17,343
1492	-15,232	17,459	-0,11647	17,032
1492	-15,232	17,459	-0,11647	17,032
1493	-14,733	18,384	-0,11647	17,03
1493	-14,733	18,384	-0,11647	17,03
1494	-14,237	19,313	-0,11647	17,123
1494	-14,237	19,313	-0,11647	17,123
1495	-13,738	20,244	-0,11647	17,306
1495	-13,738	20,244	-0,11647	17,306
1496	-13,237	21,174	-0,11647	17,578
1496	-13,237	21,174	-0,11647	17,578
1497	-12,225	23,064	-0,11647	18,378
1497	-12,225	23,064	-0,11647	18,378
1498	-11,72	24,009	-0,11647	18,899
1498	-11,72	24,009	-0,11647	18,899
1499	-11,221	24,951	-0,11647	19,498
1499	-11,221	24,951	-0,11647	19,498
1500	-10,727	25,907	-0,11647	20,178
1500	-10,727	25,907	-0,11647	20,178
1501	-10,216	26,862	-0,11647	20,942
1501	-10,216	26,862	-0,11647	20,942
1502	-9,2424	28,752	-0,11647	22,693
1502	-9,2424	28,752	-0,11647	22,693
1503	-8,7511	29,701	-0,11647	23,703
1503	-8,7511	29,701	-0,11647	23,703
1504	-8,2813	30,655	-0,11647	24,811
1504	-8,2813	30,655	-0,11647	24,811
1505	-7,7884	31,618	-0,11647	26,05
1505	-7,7884	31,618	-0,11647	26,05
1506	-7,2865	32,585	-0,11647	27,437
1506	-7,2865	32,585	-0,11647	27,437
1507	-6,7846	33,529	-0,11647	28,868
1507	-6,7846	33,529	-0,11647	28,868
1508	5,819	34,788	-0,11647	31,59
1508	5,819	34,788	-0,11647	31,59
1509	6,3216	34,074	-0,11647	29,929
1509	6,3216	34,074	-0,11647	29,929
1510	6,79	33,166	-0,11647	28,461
1510	6,79	33,166	-0,11647	28,461
1511	7,2915	32,236	-0,11647	27,012
1511	7,2915	32,236	-0,11647	27,012
1512	8,2415	30,383	-0,11647	24,561
1512	8,2415	30,383	-0,11647	24,561
1513	9,7201	27,604	-0,11647	21,622
1513	9,7201	27,604	-0,11647	21,622
1514	10,228	26,664	-0,11647	20,799
1514	10,228	26,664	-0,11647	20,799
1515	10,743	25,717	-0,11647	20,053
1515	10,743	25,717	-0,11647	20,053
1516	11,255	24,775	-0,11647	19,386
1516	11,255	24,775	-0,11647	19,386
1517	11,767	23,831	-0,11647	18,798
1517	11,767	23,831	-0,11647	18,798
1518	12,276	22,89	-0,11647	18,293
1518	12,276	22,89	-0,11647	18,293
1519	13,295	21,027	-0,11647	17,526
1519	13,295	21,027	-0,11647	17,526
1520	13,797	20,108	-0,11647	17,27
1520	13,797	20,108	-0,11647	17,27
1521	14,296	19,195	-0,11647	17,101
1521	14,296	19,195	-0,11647	17,101
1522	14,799	18,274	-0,11647	17,021
1522	14,799	18,274	-0,11647	17,021
1523	15,297	17,37	-0,11647	17,036
1523	15,297	17,37	-0,11647	17,036
1524	16,287	15,562	-0,11647	17,369
1524	16,287	15,562	-0,11647	17,369
1525	16,782	14,665	-0,11647	17,703
1525	16,782	14,665	-0,11647	17,703
1526	17,28	13,769	-0,11647	18,162
1526	17,28	13,769	-0,11647	18,162
1527	18,293	11,979	-0,11647	19,537
1527	18,293	11,979	-0,11647	19,537
1528	18,82	11,086	-0,11647	20,507
1528	18,82	11,086	-0,11647	20,507
1529	-8,5235	6,3624	-0,11647	14,372
1529	-8,5235	6,3624	-0,11647	14,372
1530	-17,716	8,5981	-0,11647	21,561
1530	-17,716	8,5981	-0,11647	21,561
1531	14,314	-3,3	-0,11647	20,182
1531	14,314	-3,3	-0,11647	20,182
1532	17,513	-8,5226	-0,11647	21,665
1532	17,513	-8,5226	-0,11647	21,665
1533	7,1707	7,46	-0,11647	13,549
1533	7,1707	7,46	-0,11647	13,549
1534	14,838	-0,94712	-0,11647	21,416
1534	14,838	-0,94712	-0,11647	21,416
1535	-7,7869	-7,098	-0,11647	13,964
1535	-7,7869	-7,098	-0,11647	13,964
1536	-5,0596	-6,0599	-0,11647	13,168
1536	-5,0596	-6,0599	-0,11647	13,168
1537	0,53101	2,9197	-0,11647	13,069
1537	0,53101	2,9197	-0,11647	13,069
1538	1,1285	-5,4096	-0,11647	12,697
1538	1,1285	-5,4096	-0,11647	12,697
1539	3,8455	-7,2237	-0,11647	12,685
1539	3,8455	-7,2237	-0,11647	12,685
1540	-2,5961	-4,6516	-0,11647	12,976
1540	-2,5961	-4,6516	-0,11647	12,976
1541	-1,4384	5,3386	-0,11647	12,676
1541	-1,4384	5,3386	-0,11647	12,676
1542	-4,1008	7,1856	-0,11647	12,691
1542	-4,1008	7,1856	-0,11647	12,691
1543	-14,827	2,9352	-0,11647	20,846
1543	-14,827	2,9352	-0,11647	20,846
1544	2,7177	-34,802	-0,11647	38,552
1544	2,7177	-34,802	-0,11647	38,552
1545	-14,756	-3,3382	-0,11647	20,759
1545	-14,756	-3,3382	-0,11647	20,759
1546	5,3639	35,637	-0,11647	33,227
1546	5,3639	35,637	-0,11647	33,227
1547	-17,337	-7,626	-0,11647	22,157
1547	-17,337	-7,626	-0,11647	22,157
1548	-17,215	7,3647	-0,11647	21,909
1548	-17,215	7,3647	-0,11647	21,909
1549	-1,7677	34,185	-0,11647	31,168
1549	-1,7677	34,185	-0,11647	31,168
1550	1,9816	34,173	-0,11647	31,159
1550	1,9816	34,173	-0,11647	31,159
1551	-2,4161	-34,522	-0,11647	38,13
1551	-2,4161	-34,522	-0,11647	38,13
1552	6,4402	-34,464	-0,11647	31,103
1552	6,4402	-34,464	-0,11647	31,103
1553	15,014	-4,2746	-0,11647	20,769
1553	15,014	-4,2746	-0,11647	20,769
1554	16,918	-7,3975	-0,11647	21,762
1554	16,918	-7,3975	-0,11647	21,762
1555	17,063	7,4037	-0,11647	21,677
1555	17,063	7,4037	-0,11647	21,677
1556	15,004	4,0907	-0,11647	20,759
1556	15,004	4,0907	-0,11647	20,759
1557	8,6231	6,8324	-0,11647	14,32
1557	8,6231	6,8324	-0,11647	14,32
1558	13,578	-2,2779	-0,11647	19,59
1558	13,578	-2,2779	-0,11647	19,59
1559	13,245	3,3594	-0,11647	18,627
1559	13,245	3,3594	-0,11647	18,627
1560	-9,2646	-6,4087	-0,11647	14,854
1560	-9,2646	-6,4087	-0,11647	14,854
1561	-13,756	3,5076	-0,11647	19,277
1561	-13,756	3,5076	-0,11647	19,277
1562	-13,971	-2,3501	-0,11647	19,914
1562	-13,971	-2,3501	-0,11647	19,914
1563	0,42282	-3,8089	-0,11647	12,953
1563	0,42282	-3,8089	-0,11647	12,953
1564	5,5091	-6,7407	-0,11647	13,197
1564	5,5091	-6,7407	-0,11647	13,197
1565	-1,207	3,8596	-0,11647	12,924
1565	-1,207	3,8596	-0,11647	12,924
1566	-5,7099	6,7696	-0,11647	13,178
1566	-5,7099	6,7696	-0,11647	13,178
1567	-15,655	3,8931	-0,11647	21,698
1567	-15,655	3,8931	-0,11647	21,698
1568	1,4578	-34,883	-0,11647	40,299
1568	1,4578	-34,883	-0,11647	40,299
1569	-15,641	-4,2654	-0,11647	21,725
1569	-15,641	-4,2654	-0,11647	21,725
1570	19,35	10,192	-0,11647	21,73
1570	19,35	10,192	-0,11647	21,73
1571	19,135	-10,018	-0,11647	21,986
1571	19,135	-10,018	-0,11647	21,986
1572	18,804	8,9389	-0,11647	22,405
1572	18,804	8,9389	-0,11647	22,405
1573	-5,3133	35,863	-0,11647	33,637
1573	-5,3133	35,863	-0,11647	33,637
1574	19,996	-9,2916	-0,11647	24,199
1574	19,996	-9,2916	-0,11647	24,199
1575	-18,302	-9,9563	-0,11647	21,48
1575	-18,302	-9,9563	-0,11647	21,48
1576	-19,416	-11,25	-0,11647	21,102
1576	-19,416	-11,25	-0,11647	21,102
1577	5,2326	-34,564	-0,11647	33,458
1577	5,2326	-34,564	-0,11647	33,458
1578	-20,355	-10,294	-0,11647	22,793
1578	-20,355	-10,294	-0,11647	22,793
1579	-18,949	-10,01	-0,11647	22,108
1579	-18,949	-10,01	-0,11647	22,108
1580	4,6483	-35,239	-0,11647	36,11
1580	4,6483	-35,239	-0,11647	36,11
1581	5,1615	-35,735	-0,11647	36,432
1581	5,1615	-35,735	-0,11647	36,432
1582	5,9019	-35,543	-0,11647	33,86
1582	5,9019	-35,543	-0,11647	33,86
1583	-19,922	-9,8102	-0,11647	22,975
1583	-19,922	-9,8102	-0,11647	22,975
1584	-20,483	9,7548	-0,11647	23,222
1584	-20,483	9,7548	-0,11647	23,222
1585	-16,793	-6,4518	-0,11647	22,248
1585	-16,793	-6,4518	-0,11647	22,248
1586	-16,686	6,1628	-0,11647	22,039
1586	-16,686	6,1628	-0,11647	22,039
1587	-0,50385	34,252	-0,11647	31,165
1587	-0,50385	34,252	-0,11647	31,165
1588	0,7467	34,256	-0,11647	31,176
1588	0,7467	34,256	-0,11647	31,176
1589	-1,0956	-34,729	-0,11647	40,057
1589	-1,0956	-34,729	-0,11647	40,057
1590	15,646	-5,2876	-0,11647	21,243
1590	15,646	-5,2876	-0,11647	21,243
1591	21,105	-9,2574	-0,11647	24,973
1591	21,105	-9,2574	-0,11647	24,973
1592	15,684	5,1684	-0,11647	21,193
1592	15,684	5,1684	-0,11647	21,193
1593	10,073	6,0752	-0,11647	15,312
1593	10,073	6,0752	-0,11647	15,312
1594	12,16	-3,7956	-0,11647	17,592
1594	12,16	-3,7956	-0,11647	17,592
1595	11,913	4,1833	-0,11647	17,16
1595	11,913	4,1833	-0,11647	17,16
1596	-10,776	-5,5744	-0,11647	16,037
1596	-10,776	-5,5744	-0,11647	16,037
1597	-12,097	4,5372	-0,11647	17,17
1597	-12,097	4,5372	-0,11647	17,17
1598	-12,639	-3,463	-0,11647	18,185
1598	-12,639	-3,463	-0,11647	18,185
1599	0,28188	-0,33274	-0,11647	13,281
1599	0,28188	-0,33274	-0,11647	13,281
1600	0,36333	-2,0421	-0,11647	13,184
1600	0,36333	-2,0421	-0,11647	13,184
1601	7,369	-5,8819	-0,11647	14,038
1601	7,369	-5,8819	-0,11647	14,038
1602	-0,47814	0,52236	-0,11647	13,274
1602	-0,47814	0,52236	-0,11647	13,274
1603	-0,53739	2,288	-0,11647	13,135
1603	-0,53739	2,288	-0,11647	13,135
1604	-7,3993	6,1506	-0,11647	13,892
1604	-7,3993	6,1506	-0,11647	13,892
1605	-16,179	5,0058	-0,11647	21,968
1605	-16,179	5,0058	-0,11647	21,968
1606	0,19306	-34,861	-0,11647	40,883
1606	0,19306	-34,861	-0,11647	40,883
1607	-16,246	-5,3188	-0,11647	22,091
1607	-16,246	-5,3188	-0,11647	22,091
1608	-6,1079	36,491	-0,11647	34,571
1608	-6,1079	36,491	-0,11647	34,571
1609	10,417	-4,8888	-0,11647	15,856
1609	10,417	-4,8888	-0,11647	15,856
1610	-10,298	5,4788	-0,11647	15,582
1610	-10,298	5,4788	-0,11647	15,582
1611	-20,523	-8,892	-0,11647	24,92
1611	-20,523	-8,892	-0,11647	24,92
1612	-16,575	-0,17139	-0,11647	24,673
1612	-16,575	-0,17139	-0,11647	24,673
1613	-19,411	-9,3735	-0,11647	22,963
1613	-19,411	-9,3735	-0,11647	22,963
1614	-18,715	-9,1047	-0,11647	22,508
1614	-18,715	-9,1047	-0,11647	22,508
1615	-19,564	9,3423	-0,11647	22,9
1615	-19,564	9,3423	-0,11647	22,9
1616	-4,4727	35,291	-0,11647	32,922
1616	-4,4727	35,291	-0,11647	32,922
1617	-3,7467	34,68	-0,11647	32,
1617	-3,7467	34,68	-0,11647	32,
1618	4,635	35,187	-0,11647	32,736
1618	4,635	35,187	-0,11647	32,736
1619	-4,5326	-34,838	-0,11647	35,432
1619	-4,5326	-34,838	-0,11647	35,432
1620	14,721	-1,8221	-0,11647	21,037
1620	14,721	-1,8221	-0,11647	21,037
1621	14,544	-2,5652	-0,11647	20,741
1621	14,544	-2,5652	-0,11647	20,741
1622	18,362	-8,8782	-0,11647	22,467
1622	18,362	-8,8782	-0,11647	22,467
1623	19,262	-9,1483	-0,11647	23,262
1623	19,262	-9,1483	-0,11647	23,262
1624	14,827	2,3801	-0,11647	21,287
1624	14,827	2,3801	-0,11647	21,287
1625	14,565	1,7514	-0,11647	20,899
1625	14,565	1,7514	-0,11647	20,899
1626	5,2568	6,6889	-0,11647	13,045
1626	5,2568	6,6889	-0,11647	13,045
1627	14,607	0,88837	-0,11647	20,986
1627	14,607	0,88837	-0,11647	20,986
1628	-6,832	-6,7615	-0,11647	13,625
1628	-6,832	-6,7615	-0,11647	13,625
1629	-5,9213	-6,3987	-0,11647	13,361
1629	-5,9213	-6,3987	-0,11647	13,361
1630	-15,296	-0,15013	-0,11647	22,182
1630	-15,296	-0,15013	-0,11647	22,182
1631	1,348	3,7137	-0,11647	12,973
1631	1,348	3,7137	-0,11647	12,973
1632	2,9531	-6,6108	-0,11647	12,65
1632	2,9531	-6,6108	-0,11647	12,65
1633	-2,0252	-3,9815	-0,11647	13,033
1633	-2,0252	-3,9815	-0,11647	13,033
1634	-1,2244	-3,3999	-0,11647	13,069
1634	-1,2244	-3,3999	-0,11647	13,069
1635	-2,2795	6,0059	-0,11647	12,62
1635	-2,2795	6,0059	-0,11647	12,62
1636	-15,054	1,0226	-0,11647	21,612
1636	-15,054	1,0226	-0,11647	21,612
1637	-14,926	2,0484	-0,11647	21,205
1637	-14,926	2,0484	-0,11647	21,205
1638	4,0924	-36,006	-0,11647	39,141
1638	4,0924	-36,006	-0,11647	39,141
1639	3,3974	-35,413	-0,11647	39,17
1639	3,3974	-35,413	-0,11647	39,17
1640	-14,954	-2,3611	-0,11647	21,29
1640	-14,954	-2,3611	-0,11647	21,29
1641	-15,16	-1,317	-0,11647	21,735
1641	-15,16	-1,317	-0,11647	21,735
1642	-6,1902	-35,977	-0,11647	33,596
1642	-6,1902	-35,977	-0,11647	33,596
1643	-6,774	-35,12	-0,11647	31,234
1643	-6,774	-35,12	-0,11647	31,234
1644	-7,3286	-34,206	-0,11647	29,237
1644	-7,3286	-34,206	-0,11647	29,237
1645	-7,8633	-33,273	-0,11647	27,536
1645	-7,8633	-33,273	-0,11647	27,536
1646	-8,3858	-32,323	-0,11647	26,058
1646	-8,3858	-32,323	-0,11647	26,058
1647	-8,9154	-31,367	-0,11647	24,747
1647	-8,9154	-31,367	-0,11647	24,747
1648	-9,4436	-30,402	-0,11647	23,581
1648	-9,4436	-30,402	-0,11647	23,581
1649	-9,9614	-29,448	-0,11647	22,544
1649	-9,9614	-29,448	-0,11647	22,544
1650	-10,481	-28,482	-0,11647	21,615
1650	-10,481	-28,482	-0,11647	21,615
1651	-11,532	-26,583	-0,11647	20,042
1651	-11,532	-26,583	-0,11647	20,042
1652	-12,052	-25,638	-0,11647	19,391
1652	-12,052	-25,638	-0,11647	19,391
1653	-12,563	-24,699	-0,11647	18,823
1653	-12,563	-24,699	-0,11647	18,823
1654	-13,079	-23,76	-0,11647	18,333
1654	-13,079	-23,76	-0,11647	18,333
1655	-13,591	-22,821	-0,11647	17,924
1655	-13,591	-22,821	-0,11647	17,924
1656	-14,103	-21,889	-0,11647	17,596
1656	-14,103	-21,889	-0,11647	17,596
1657	-14,612	-20,956	-0,11647	17,351
1657	-14,612	-20,956	-0,11647	17,351
1658	-15,629	-19,111	-0,11647	17,12
1658	-15,629	-19,111	-0,11647	17,12
1659	-16,129	-18,194	-0,11647	17,141
1659	-16,129	-18,194	-0,11647	17,141
1660	-16,624	-17,292	-0,11647	17,259
1660	-16,624	-17,292	-0,11647	17,259
1661	-18,623	-13,617	-0,11647	18,924
1661	-18,623	-13,617	-0,11647	18,924
1662	-19,169	-12,717	-0,11647	19,716
1662	-19,169	-12,717	-0,11647	19,716
1663	-19,894	-11,806	-0,11647	20,875
1663	-19,894	-11,806	-0,11647	20,875
1664	20,304	-10,133	-0,11647	23,005
1664	20,304	-10,133	-0,11647	23,005
1665	19,38	-12,088	-0,11647	20,257
1665	19,38	-12,088	-0,11647	20,257
1666	18,908	-13,002	-0,11647	19,372
1666	18,908	-13,002	-0,11647	19,372
1667	18,424	-13,914	-0,11647	18,664
1667	18,424	-13,914	-0,11647	18,664
1668	17,933	-14,818	-0,11647	18,111
1668	17,933	-14,818	-0,11647	18,111
1669	17,438	-15,731	-0,11647	17,689
1669	17,438	-15,731	-0,11647	17,689
1670	16,942	-16,654	-0,11647	17,386
1670	16,942	-16,654	-0,11647	17,386
1671	16,433	-17,586	-0,11647	17,195
1671	16,433	-17,586	-0,11647	17,195
1672	15,923	-18,521	-0,11647	17,11
1672	15,923	-18,521	-0,11647	17,11
1673	15,416	-19,457	-0,11647	17,125
1673	15,416	-19,457	-0,11647	17,125
1674	14,397	-21,375	-0,11647	17,438
1674	14,397	-21,375	-0,11647	17,438
1675	13,883	-22,327	-0,11647	17,727
1675	13,883	-22,327	-0,11647	17,727
1676	13,366	-23,286	-0,11647	18,101
1676	13,366	-23,286	-0,11647	18,101
1677	12,855	-24,257	-0,11647	18,56
1677	12,855	-24,257	-0,11647	18,56
1678	12,339	-25,225	-0,11647	19,099
1678	12,339	-25,225	-0,11647	19,099
1679	11,825	-26,19	-0,11647	19,719
1679	11,825	-26,19	-0,11647	19,719
1680	11,312	-27,156	-0,11647	20,422
1680	11,312	-27,156	-0,11647	20,422
1681	10,799	-28,127	-0,11647	21,21
1681	10,799	-28,127	-0,11647	21,21
1682	10,292	-29,095	-0,11647	22,086
1682	10,292	-29,095	-0,11647	22,086
1683	9,7915	-30,058	-0,11647	23,056
1683	9,7915	-30,058	-0,11647	23,056
1684	9,2846	-31,027	-0,11647	24,134
1684	9,2846	-31,027	-0,11647	24,134
1685	8,7866	-31,993	-0,11647	25,342
1685	8,7866	-31,993	-0,11647	25,342
1686	8,2736	-32,979	-0,11647	26,722
1686	8,2736	-32,979	-0,11647	26,722
1687	7,7459	-33,975	-0,11647	28,319
1687	7,7459	-33,975	-0,11647	28,319
1688	7,2237	-34,994	-0,11647	30,192
1688	7,2237	-34,994	-0,11647	30,192
1689	-19,998	10,669	-0,11647	21,741
1689	-19,998	10,669	-0,11647	21,741
1690	-19,514	11,575	-0,11647	20,559
1690	-19,514	11,575	-0,11647	20,559
1691	-19,038	12,475	-0,11647	19,615
1691	-19,038	12,475	-0,11647	19,615
1692	-18,071	14,272	-0,11647	18,272
1692	-18,071	14,272	-0,11647	18,272
1693	-17,59	15,184	-0,11647	17,815
1693	-17,59	15,184	-0,11647	17,815
1694	-17,098	16,097	-0,11647	17,486
1694	-17,098	16,097	-0,11647	17,486
1695	-16,12	17,933	-0,11647	17,162
1695	-16,12	17,933	-0,11647	17,162
1696	-15,619	18,858	-0,11647	17,154
1696	-15,619	18,858	-0,11647	17,154
1697	-15,125	19,775	-0,11647	17,239
1697	-15,125	19,775	-0,11647	17,239
1698	-14,622	20,714	-0,11647	17,415
1698	-14,622	20,714	-0,11647	17,415
1699	-14,115	21,657	-0,11647	17,681
1699	-14,115	21,657	-0,11647	17,681
1700	-13,105	23,547	-0,11647	18,465
1700	-13,105	23,547	-0,11647	18,465
1701	-12,598	24,496	-0,11647	18,978
1701	-12,598	24,496	-0,11647	18,978
1702	-12,093	25,446	-0,11647	19,571
1702	-12,093	25,446	-0,11647	19,571
1703	-11,588	26,398	-0,11647	20,246
1703	-11,588	26,398	-0,11647	20,246
1704	-11,081	27,361	-0,11647	21,005
1704	-11,081	27,361	-0,11647	21,005
1705	-10,083	29,266	-0,11647	22,766
1705	-10,083	29,266	-0,11647	22,766
1706	-9,587	30,218	-0,11647	23,782
1706	-9,587	30,218	-0,11647	23,782
1707	-9,0984	31,18	-0,11647	24,91
1707	-9,0984	31,18	-0,11647	24,91
1708	-8,5862	32,159	-0,11647	26,183
1708	-8,5862	32,159	-0,11647	26,183
1709	-8,0622	33,146	-0,11647	27,622
1709	-8,0622	33,146	-0,11647	27,622
1710	-7,5115	34,165	-0,11647	29,342
1710	-7,5115	34,165	-0,11647	29,342
1711	-6,9003	35,291	-0,11647	31,452
