Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Equivalent (von-Mises) Stress (MPa)
1903	-18,557	-6,9853	-0,11647	24,641
1903	-18,557	-6,9853	-0,11647	24,641
1904	-18,502	6,7881	-0,11647	24,407
1904	-18,502	6,7881	-0,11647	24,407
1905	2,0878	35,573	-0,11647	33,365
1905	2,0878	35,573	-0,11647	33,365
1906	4,4661	37,373	-0,11647	37,89
1906	4,4661	37,373	-0,11647	37,89
1907	-2,4928	-35,919	-0,11647	42,541
1907	-2,4928	-35,919	-0,11647	42,541
1908	-4,7922	-37,64	-0,11647	40,857
1908	-4,7922	-37,64	-0,11647	40,857
1909	16,746	-1,0032	-0,11647	24,624
1909	16,746	-1,0032	-0,11647	24,624
1910	16,19	-3,5845	-0,11647	22,887
1910	16,19	-3,5845	-0,11647	22,887
1911	18,172	-6,7967	-0,11647	24,17
1911	18,172	-6,7967	-0,11647	24,17
1912	20,858	7,3266	-0,11647	27,74
1912	20,858	7,3266	-0,11647	27,74
1913	18,3	6,794	-0,11647	24,068
1913	18,3	6,794	-0,11647	24,068
1914	16,244	3,4451	-0,11647	22,894
1914	16,244	3,4451	-0,11647	22,894
1915	16,469	0,85868	-0,11647	24,139
1915	16,469	0,85868	-0,11647	24,139
1916	8,1009	5,5322	-0,11647	14,312
1916	8,1009	5,5322	-0,11647	14,312
1917	4,9466	4,6192	-0,11647	13,368
1917	4,9466	4,6192	-0,11647	13,368
1918	12,636	-1,4239	-0,11647	18,455
1918	12,636	-1,4239	-0,11647	18,455
1919	-8,703	-5,1555	-0,11647	14,768
1919	-8,703	-5,1555	-0,11647	14,768
1920	-12,869	2,277	-0,11647	18,582
1920	-12,869	2,277	-0,11647	18,582
1921	4,3031	3,5227	-0,11647	13,451
1921	4,3031	3,5227	-0,11647	13,451
1922	1,7476	1,3213	-0,11647	13,296
1922	1,7476	1,3213	-0,11647	13,296
1923	2,1188	-3,6231	-0,11647	13,096
1923	2,1188	-3,6231	-0,11647	13,096
1924	5,1403	-5,3222	-0,11647	13,337
1924	5,1403	-5,3222	-0,11647	13,337
1925	-4,387	-3,7262	-0,11647	13,42
1925	-4,387	-3,7262	-0,11647	13,42
1926	-5,3063	5,4209	-0,11647	13,3
1926	-5,3063	5,4209	-0,11647	13,3
1927	-17,227	0,63645	-0,11647	25,616
1927	-17,227	0,63645	-0,11647	25,616
1928	-16,754	3,1843	-0,11647	23,926
1928	-16,754	3,1843	-0,11647	23,926
1929	3,6168	-38,104	-0,11647	47,426
1929	3,6168	-38,104	-0,11647	47,426
1930	1,509	-36,293	-0,11647	45,704
1930	1,509	-36,293	-0,11647	45,704
1931	-16,796	-3,5171	-0,11647	24,015
1931	-16,796	-3,5171	-0,11647	24,015
1932	22,234	9,3099	-0,11647	25,348
1932	22,234	9,3099	-0,11647	25,348
1933	21,991	8,0723	-0,11647	28,01
1933	21,991	8,0723	-0,11647	28,01
1934	-5,2033	37,384	-0,11647	37,594
1934	-5,2033	37,384	-0,11647	37,594
1935	-6,884	37,788	-0,11647	36,224
1935	-6,884	37,788	-0,11647	36,224
1936	7,0591	-37,474	-0,11647	32,579
1936	7,0591	-37,474	-0,11647	32,579
1937	5,7364	-38,102	-0,11647	37,929
1937	5,7364	-38,102	-0,11647	37,929
1938	7,9498	-4,8942	-0,11647	14,482
1938	7,9498	-4,8942	-0,11647	14,482
1939	22,021	-7,7153	-0,11647	29,722
1939	22,021	-7,7153	-0,11647	29,722
1940	-17,332	-0,92561	-0,11647	25,728
1940	-17,332	-0,92561	-0,11647	25,728
1941	-21,535	7,7838	-0,11647	28,101
1941	-21,535	7,7838	-0,11647	28,101
1942	-22,376	8,5015	-0,11647	27,383
1942	-22,376	8,5015	-0,11647	27,383
1943	6,592	38,017	-0,11647	37,149
1943	6,592	38,017	-0,11647	37,149
1944	5,5974	38,416	-0,11647	40,
1944	5,5974	38,416	-0,11647	40,
1945	4,3777	-38,605	-0,11647	45,281
1945	4,3777	-38,605	-0,11647	45,281
1946	-22,56	-8,702	-0,11647	27,63
1946	-22,56	-8,702	-0,11647	27,63
1947	-22,258	-7,3902	-0,11647	31,237
1947	-22,258	-7,3902	-0,11647	31,237
1948	4,2222	38,704	-0,11647	42,42
1948	4,2222	38,704	-0,11647	42,42
1949	21,892	6,8443	-0,11647	31,41
1949	21,892	6,8443	-0,11647	31,41
1950	11,285	-2,7134	-0,11647	17,022
1950	11,285	-2,7134	-0,11647	17,022
1951	9,7396	-3,8624	-0,11647	15,633
1951	9,7396	-3,8624	-0,11647	15,633
1952	-17,483	-4,6214	-0,11647	24,71
1952	-17,483	-4,6214	-0,11647	24,71
1953	-18,042	-5,7818	-0,11647	24,901
1953	-18,042	-5,7818	-0,11647	24,901
1954	-17,96	5,5309	-0,11647	24,682
1954	-17,96	5,5309	-0,11647	24,682
1955	-17,411	4,3217	-0,11647	24,539
1955	-17,411	4,3217	-0,11647	24,539
1956	0,78982	35,651	-0,11647	33,087
1956	0,78982	35,651	-0,11647	33,087
1957	-0,50894	35,638	-0,11647	33,024
1957	-0,50894	35,638	-0,11647	33,024
1958	-1,1266	-36,139	-0,11647	45,471
1958	-1,1266	-36,139	-0,11647	45,471
1959	0,20883	-36,291	-0,11647	46,72
1959	0,20883	-36,291	-0,11647	46,72
1960	17,557	-5,6771	-0,11647	24,075
1960	17,557	-5,6771	-0,11647	24,075
1961	16,888	-4,6137	-0,11647	23,595
1961	16,888	-4,6137	-0,11647	23,595
1962	22,461	-7,1352	-0,11647	33,007
1962	22,461	-7,1352	-0,11647	33,007
1963	16,933	4,5036	-0,11647	23,551
1963	16,933	4,5036	-0,11647	23,551
1964	17,616	5,6143	-0,11647	23,996
1964	17,616	5,6143	-0,11647	23,996
1965	9,55	4,8233	-0,11647	15,242
1965	9,55	4,8233	-0,11647	15,242
1966	10,961	3,9842	-0,11647	16,396
1966	10,961	3,9842	-0,11647	16,396
1967	-10,165	-4,3539	-0,11647	15,823
1967	-10,165	-4,3539	-0,11647	15,823
1968	1,8725	-1,984	-0,11647	13,272
1968	1,8725	-1,984	-0,11647	13,272
1969	1,7557	-0,31558	-0,11647	13,349
1969	1,7557	-0,31558	-0,11647	13,349
1970	-2,1091	2,0951	-0,11647	13,265
1970	-2,1091	2,0951	-0,11647	13,265
1971	-1,95	0,47182	-0,11647	13,359
1971	-1,95	0,47182	-0,11647	13,359
1972	-4,9319	-38,467	-0,11647	42,814
1972	-4,9319	-38,467	-0,11647	42,814
1973	-5,5295	-38,654	-0,11647	39,419
1973	-5,5295	-38,654	-0,11647	39,419
1974	-18,282	-0,13806	-0,11647	27,52
1974	-18,282	-0,13806	-0,11647	27,52
1975	-3,9069	37,379	-0,11647	38,004
1975	-3,9069	37,379	-0,11647	38,004
1976	-19,403	-7,2797	-0,11647	25,765
1976	-19,403	-7,2797	-0,11647	25,765
1977	-19,42	7,1401	-0,11647	25,586
1977	-19,42	7,1401	-0,11647	25,586
1978	-20,393	7,4978	-0,11647	26,709
1978	-20,393	7,4978	-0,11647	26,709
1979	-3,2189	36,773	-0,11647	36,158
1979	-3,2189	36,773	-0,11647	36,158
1980	3,5847	36,788	-0,11647	36,182
1980	3,5847	36,788	-0,11647	36,182
1981	-4,0012	-37,058	-0,11647	42,301
1981	-4,0012	-37,058	-0,11647	42,301
1982	16,568	-1,86	-0,11647	24,13
1982	16,568	-1,86	-0,11647	24,13
1983	16,401	-2,6972	-0,11647	23,563
1983	16,401	-2,6972	-0,11647	23,563
1984	19,971	-7,3985	-0,11647	26,589
1984	19,971	-7,3985	-0,11647	26,589
1985	20,103	7,5506	-0,11647	26,87
1985	20,103	7,5506	-0,11647	26,87
1986	19,232	7,092	-0,11647	25,254
1986	19,232	7,092	-0,11647	25,254
1987	16,515	1,7214	-0,11647	24,018
1987	16,515	1,7214	-0,11647	24,018
1988	7,0936	5,1996	-0,11647	13,927
1988	7,0936	5,1996	-0,11647	13,927
1989	6,048	4,8833	-0,11647	13,611
1989	6,048	4,8833	-0,11647	13,611
1990	12,704	0,85433	-0,11647	18,596
1990	12,704	0,85433	-0,11647	18,596
1991	-7,681	-4,8989	-0,11647	14,309
1991	-7,681	-4,8989	-0,11647	14,309
1992	-6,6324	-4,6397	-0,11647	13,951
1992	-6,6324	-4,6397	-0,11647	13,951
1993	-13,003	1,1003	-0,11647	18,924
1993	-13,003	1,1003	-0,11647	18,924
1994	3,3301	2,8928	-0,11647	13,322
1994	3,3301	2,8928	-0,11647	13,322
1995	2,5331	2,1257	-0,11647	13,297
1995	2,5331	2,1257	-0,11647	13,297
1996	4,1196	-4,8199	-0,11647	13,181
1996	4,1196	-4,8199	-0,11647	13,181
1997	-3,519	-2,7718	-0,11647	13,375
1997	-3,519	-2,7718	-0,11647	13,375
1998	-2,6991	-1,9407	-0,11647	13,36
1998	-2,6991	-1,9407	-0,11647	13,36
1999	-3,3929	4,3259	-0,11647	13,09
1999	-3,3929	4,3259	-0,11647	13,09
2000	-4,3284	4,9155	-0,11647	13,16
2000	-4,3284	4,9155	-0,11647	13,16
2001	-16,921	2,2931	-0,11647	24,604
2001	-16,921	2,2931	-0,11647	24,604
2002	2,8941	-37,549	-0,11647	48,01
2002	2,8941	-37,549	-0,11647	48,01
2003	2,1971	-36,95	-0,11647	47,313
2003	2,1971	-36,95	-0,11647	47,313
2004	-17,135	-1,7698	-0,11647	25,283
2004	-17,135	-1,7698	-0,11647	25,283
2005	22,8	8,4747	-0,11647	27,818
2005	22,8	8,4747	-0,11647	27,818
2006	-5,6204	38,328	-0,11647	39,29
2006	-5,6204	38,328	-0,11647	39,29
2007	-6,3755	38,843	-0,11647	39,675
2007	-6,3755	38,843	-0,11647	39,675
2008	6,5348	-38,48	-0,11647	34,948
2008	6,5348	-38,48	-0,11647	34,948
2009	6,8147	-4,6753	-0,11647	14,002
2009	6,8147	-4,6753	-0,11647	14,002
2010	-4,5443	38,083	-0,11647	40,068
2010	-4,5443	38,083	-0,11647	40,068
2011	-4,4742	-39,032	-0,11647	45,944
2011	-4,4742	-39,032	-0,11647	45,944
2012	-3,9052	38,635	-0,11647	42,576
2012	-3,9052	38,635	-0,11647	42,576
2013	-22,376	7,3896	-0,11647	30,13
2013	-22,376	7,3896	-0,11647	30,13
2014	-22,984	7,7844	-0,11647	30,108
2014	-22,984	7,7844	-0,11647	30,108
2015	22,028	-6,6501	-0,11647	33,224
2015	22,028	-6,6501	-0,11647	33,224
2016	-4,3013	39,197	-0,11647	45,505
2016	-4,3013	39,197	-0,11647	45,505
2017	17,596	-0,22741	-0,11647	26,392
2017	17,596	-0,22741	-0,11647	26,392
2018	-22,476	6,7394	-0,11647	32,98
2018	-22,476	6,7394	-0,11647	32,98
2019	-23,374	6,9654	-0,11647	33,912
2019	-23,374	6,9654	-0,11647	33,912
2020	17,829	0,46935	-0,11647	27,164
2020	17,829	0,46935	-0,11647	27,164
2021	-19,232	-0,14596	-0,11647	29,002
2021	-19,232	-0,14596	-0,11647	29,002
2022	-2,7511	1,2293	-0,11647	13,406
2022	-2,7511	1,2293	-0,11647	13,406
2023	2,5405	-1,0939	-0,11647	13,401
2023	2,5405	-1,0939	-0,11647	13,401
2024	9,9692	3,7959	-0,11647	15,721
2024	9,9692	3,7959	-0,11647	15,721
2025	17,884	4,7032	-0,11647	25,242
2025	17,884	4,7032	-0,11647	25,242
2026	23,289	-7,4022	-0,11647	33,111
2026	23,289	-7,4022	-0,11647	33,111
2027	17,84	-4,8037	-0,11647	25,307
2027	17,84	-4,8037	-0,11647	25,307
2028	-0,45769	-36,945	-0,11647	49,95
2028	-0,45769	-36,945	-0,11647	49,95
2029	0,15156	36,347	-0,11647	33,841
2029	0,15156	36,347	-0,11647	33,841
2030	-18,325	4,5701	-0,11647	26,25
2030	-18,325	4,5701	-0,11647	26,25
2031	10,126	-2,7856	-0,11647	16,076
2031	10,126	-2,7856	-0,11647	16,076
2032	-10,244	3,3129	-0,11647	16,005
2032	-10,244	3,3129	-0,11647	16,005
2033	22,311	5,9661	-0,11647	36,156
2033	22,311	5,9661	-0,11647	36,156
2034	-3,9693	-39,797	-0,11647	51,637
2034	-3,9693	-39,797	-0,11647	51,637
2035	3,6758	39,395	-0,11647	45,773
2035	3,6758	39,395	-0,11647	45,773
2036	-23,075	-7,7845	-0,11647	31,181
2036	-23,075	-7,7845	-0,11647	31,181
2037	-7,1251	-39,416	-0,11647	32,731
2037	-7,1251	-39,416	-0,11647	32,731
2038	-7,3819	-38,227	-0,11647	31,984
2038	-7,3819	-38,227	-0,11647	31,984
2039	-7,9643	-37,251	-0,11647	30,011
2039	-7,9643	-37,251	-0,11647	30,011
2040	-8,514	-36,301	-0,11647	28,401
2040	-8,514	-36,301	-0,11647	28,401
2041	-9,0435	-35,344	-0,11647	27,026
2041	-9,0435	-35,344	-0,11647	27,026
2042	-9,5785	-34,381	-0,11647	25,782
2042	-9,5785	-34,381	-0,11647	25,782
2043	-10,103	-33,411	-0,11647	24,647
2043	-10,103	-33,411	-0,11647	24,647
2044	-10,63	-32,454	-0,11647	23,611
2044	-10,63	-32,454	-0,11647	23,611
2045	-11,157	-31,481	-0,11647	22,658
2045	-11,157	-31,481	-0,11647	22,658
2046	-11,683	-30,518	-0,11647	21,783
2046	-11,683	-30,518	-0,11647	21,783
2047	-12,733	-28,592	-0,11647	20,257
2047	-12,733	-28,592	-0,11647	20,257
2048	-13,26	-27,63	-0,11647	19,599
2048	-13,26	-27,63	-0,11647	19,599
2049	-13,783	-26,67	-0,11647	19,012
2049	-13,783	-26,67	-0,11647	19,012
2050	-14,301	-25,722	-0,11647	18,498
2050	-14,301	-25,722	-0,11647	18,498
2051	-14,82	-24,769	-0,11647	18,054
2051	-14,82	-24,769	-0,11647	18,054
2052	-15,338	-23,819	-0,11647	17,682
2052	-15,338	-23,819	-0,11647	17,682
2053	-15,851	-22,88	-0,11647	17,386
2053	-15,851	-22,88	-0,11647	17,386
2054	-16,361	-21,945	-0,11647	17,167
2054	-16,361	-21,945	-0,11647	17,167
2055	-16,87	-21,016	-0,11647	17,027
2055	-16,87	-21,016	-0,11647	17,027
2056	-17,376	-20,09	-0,11647	16,971
2056	-17,376	-20,09	-0,11647	16,971
2057	-17,879	-19,168	-0,11647	17,002
2057	-17,879	-19,168	-0,11647	17,002
2058	-18,38	-18,248	-0,11647	17,126
2058	-18,38	-18,248	-0,11647	17,126
2059	-18,88	-17,332	-0,11647	17,349
2059	-18,88	-17,332	-0,11647	17,349
2060	-19,874	-15,51	-0,11647	18,133
2060	-19,874	-15,51	-0,11647	18,133
2061	-20,373	-14,596	-0,11647	18,718
2061	-20,373	-14,596	-0,11647	18,718
2062	-20,865	-13,69	-0,11647	19,448
2062	-20,865	-13,69	-0,11647	19,448
2063	-21,382	-12,811	-0,11647	20,36
2063	-21,382	-12,811	-0,11647	20,36
2064	-21,873	-11,829	-0,11647	21,493
2064	-21,873	-11,829	-0,11647	21,493
2065	-22,216	-10,944	-0,11647	22,958
2065	-22,216	-10,944	-0,11647	22,958
2066	-22,722	-10,06	-0,11647	24,661
2066	-22,722	-10,06	-0,11647	24,661
2067	-23,342	-9,1563	-0,11647	27,061
2067	-23,342	-9,1563	-0,11647	27,061
2068	8,514	-3,8273	-0,11647	14,925
2068	8,514	-3,8273	-0,11647	14,925
2069	-8,5905	4,2075	-0,11647	14,828
2069	-8,5905	4,2075	-0,11647	14,828
2070	22,283	-5,9953	-0,11647	37,074
2070	22,283	-5,9953	-0,11647	37,074
2071	23,085	-6,2925	-0,11647	38,507
2071	23,085	-6,2925	-0,11647	38,507
2072	-3,9737	39,812	-0,11647	48,226
2072	-3,9737	39,812	-0,11647	48,226
2073	-3,2567	39,315	-0,11647	44,923
2073	-3,2567	39,315	-0,11647	44,923
2074	-18,253	-1,0151	-0,11647	27,518
2074	-18,253	-1,0151	-0,11647	27,518
2075	-17,767	-3,6963	-0,11647	25,852
2075	-17,767	-3,6963	-0,11647	25,852
2076	0,88139	-37,035	-0,11647	50,076
2076	0,88139	-37,035	-0,11647	50,076
2077	3,7995	-39,451	-0,11647	51,665
2077	3,7995	-39,451	-0,11647	51,665
2078	3,0192	-38,925	-0,11647	54,131
2078	3,0192	-38,925	-0,11647	54,131
2079	-17,697	3,3956	-0,11647	25,707
2079	-17,697	3,3956	-0,11647	25,707
2080	-18,215	0,73135	-0,11647	27,446
2080	-18,215	0,73135	-0,11647	27,446
2081	-22,715	5,928	-0,11647	37,831
2081	-22,715	5,928	-0,11647	37,831
2082	-23,638	6,1504	-0,11647	39,391
2082	-23,638	6,1504	-0,11647	39,391
2083	-5,8714	4,549	-0,11647	13,631
2083	-5,8714	4,549	-0,11647	13,631
2084	-3,0269	2,8013	-0,11647	13,281
2084	-3,0269	2,8013	-0,11647	13,281
2085	-2,6599	-0,37598	-0,11647	13,439
2085	-2,6599	-0,37598	-0,11647	13,439
2086	-4,9869	-2,8484	-0,11647	13,687
2086	-4,9869	-2,8484	-0,11647	13,687
2087	5,7182	-4,3794	-0,11647	13,682
2087	5,7182	-4,3794	-0,11647	13,682
2088	2,745	-2,7022	-0,11647	13,286
2088	2,745	-2,7022	-0,11647	13,286
2089	2,4577	0,53183	-0,11647	13,405
2089	2,4577	0,53183	-0,11647	13,405
2090	4,5646	2,729	-0,11647	13,691
2090	4,5646	2,729	-0,11647	13,691
2091	-11,73	2,2754	-0,11647	17,42
2091	-11,73	2,2754	-0,11647	17,42
2092	-11,823	-2,2696	-0,11647	17,57
2092	-11,823	-2,2696	-0,11647	17,57
2093	-5,9247	-3,5183	-0,11647	13,94
2093	-5,9247	-3,5183	-0,11647	13,94
2094	-9,1169	-4,1658	-0,11647	15,188
2094	-9,1169	-4,1658	-0,11647	15,188
2095	11,511	-1,5757	-0,11647	17,359
2095	11,511	-1,5757	-0,11647	17,359
2096	5,4372	3,6841	-0,11647	13,621
2096	5,4372	3,6841	-0,11647	13,621
2097	8,5488	4,5632	-0,11647	14,723
2097	8,5488	4,5632	-0,11647	14,723
2098	17,455	0,90553	-0,11647	26,009
2098	17,455	0,90553	-0,11647	26,009
2099	17,179	3,6086	-0,11647	24,501
2099	17,179	3,6086	-0,11647	24,501
2100	18,554	5,8518	-0,11647	25,548
2100	18,554	5,8518	-0,11647	25,548
2101	21,109	6,5376	-0,11647	30,318
2101	21,109	6,5376	-0,11647	30,318
2102	22,626	7,2117	-0,11647	31,709
2102	22,626	7,2117	-0,11647	31,709
2103	21,246	-6,8857	-0,11647	30,694
2103	21,246	-6,8857	-0,11647	30,694
2104	18,491	-5,9105	-0,11647	25,67
2104	18,491	-5,9105	-0,11647	25,67
2105	17,132	-3,7432	-0,11647	24,523
2105	17,132	-3,7432	-0,11647	24,523
2106	17,562	-1,0159	-0,11647	26,181
2106	17,562	-1,0159	-0,11647	26,181
2107	5,1656	-39,048	-0,11647	41,889
2107	5,1656	-39,048	-0,11647	41,889
2108	23,852	-8,387	-0,11647	29,315
2108	23,852	-8,387	-0,11647	29,315
2109	23,283	-9,3168	-0,11647	26,59
2109	23,283	-9,3168	-0,11647	26,59
2110	22,717	-10,207	-0,11647	24,381
2110	22,717	-10,207	-0,11647	24,381
2111	22,184	-11,096	-0,11647	22,681
2111	22,184	-11,096	-0,11647	22,681
2112	21,693	-12,002	-0,11647	21,317
2112	21,693	-12,002	-0,11647	21,317
2113	21,207	-12,918	-0,11647	20,203
2113	21,207	-12,918	-0,11647	20,203
2114	20,719	-13,836	-0,11647	19,306
2114	20,719	-13,836	-0,11647	19,306
2115	20,224	-14,754	-0,11647	18,588
2115	20,224	-14,754	-0,11647	18,588
2116	19,729	-15,683	-0,11647	18,021
2116	19,729	-15,683	-0,11647	18,021
2117	19,231	-16,61	-0,11647	17,589
2117	19,231	-16,61	-0,11647	17,589
2118	18,727	-17,546	-0,11647	17,277
2118	18,727	-17,546	-0,11647	17,277
2119	18,226	-18,48	-0,11647	17,075
2119	18,226	-18,48	-0,11647	17,075
2120	17,718	-19,425	-0,11647	16,975
2120	17,718	-19,425	-0,11647	16,975
2121	17,209	-20,366	-0,11647	16,969
2121	17,209	-20,366	-0,11647	16,969
2122	16,695	-21,319	-0,11647	17,054
2122	16,695	-21,319	-0,11647	17,054
2123	16,18	-22,275	-0,11647	17,224
2123	16,18	-22,275	-0,11647	17,224
2124	15,666	-23,23	-0,11647	17,475
2124	15,666	-23,23	-0,11647	17,475
2125	15,147	-24,196	-0,11647	17,805
2125	15,147	-24,196	-0,11647	17,805
2126	14,627	-25,164	-0,11647	18,211
2126	14,627	-25,164	-0,11647	18,211
2127	14,107	-26,136	-0,11647	18,69
2127	14,107	-26,136	-0,11647	18,69
2128	13,586	-27,111	-0,11647	19,239
2128	13,586	-27,111	-0,11647	19,239
2129	13,075	-28,078	-0,11647	19,854
2129	13,075	-28,078	-0,11647	19,854
2130	12,041	-30,035	-0,11647	21,294
2130	12,041	-30,035	-0,11647	21,294
2131	11,528	-31,006	-0,11647	22,114
2131	11,528	-31,006	-0,11647	22,114
2132	11,014	-31,977	-0,11647	23,008
2132	11,014	-31,977	-0,11647	23,008
2133	10,492	-32,956	-0,11647	23,986
2133	10,492	-32,956	-0,11647	23,986
2134	9,9647	-33,938	-0,11647	25,049
2134	9,9647	-33,938	-0,11647	25,049
2135	9,4483	-34,912	-0,11647	26,198
2135	9,4483	-34,912	-0,11647	26,198
2136	8,9248	-35,9	-0,11647	27,443
2136	8,9248	-35,9	-0,11647	27,443
2137	8,4048	-36,893	-0,11647	28,789
2137	8,4048	-36,893	-0,11647	28,789
2138	7,8853	-37,889	-0,11647	30,256
2138	7,8853	-37,889	-0,11647	30,256
2139	7,3643	-38,876	-0,11647	31,885
2139	7,3643	-38,876	-0,11647	31,885
2140	-3,9002	-38,402	-0,11647	47,219
2140	-3,9002	-38,402	-0,11647	47,219
2141	-1,8225	-36,732	-0,11647	47,126
2141	-1,8225	-36,732	-0,11647	47,126
2142	-5,1749	-39,548	-0,11647	42,743
2142	-5,1749	-39,548	-0,11647	42,743
2143	-6,2857	-39,124	-0,11647	36,306
2143	-6,2857	-39,124	-0,11647	36,306
2144	-5,0766	39,147	-0,11647	43,494
2144	-5,0766	39,147	-0,11647	43,494
2145	-24,227	7,289	-0,11647	33,246
2145	-24,227	7,289	-0,11647	33,246
2146	-23,854	8,1001	-0,11647	29,77
2146	-23,854	8,1001	-0,11647	29,77
2147	-23,313	8,9308	-0,11647	26,952
2147	-23,313	8,9308	-0,11647	26,952
2148	-22,786	9,7856	-0,11647	24,782
2148	-22,786	9,7856	-0,11647	24,782
2149	-22,29	10,671	-0,11647	23,03
2149	-22,29	10,671	-0,11647	23,03
2150	-21,812	11,572	-0,11647	21,605
2150	-21,812	11,572	-0,11647	21,605
2151	-21,323	12,469	-0,11647	20,464
2151	-21,323	12,469	-0,11647	20,464
2152	-20,842	13,372	-0,11647	19,543
2152	-20,842	13,372	-0,11647	19,543
